Member,Name,PartyState,bioguide,LastName,FirstName,Party,State,State_Abbrev
"Sangmeister, George E. (Democratic - Illinois)","Sangmeister, George E.",Democratic - Illinois,S000056,Sangmeister, George E.,Democratic,Illinois,IL
"Santini, James D. (Democratic - Nevada)","Santini, James D.",Democratic - Nevada,S000058,Santini, James D.,Democratic,Nevada,NV
"Santorum, Rick (Republican - Pennsylvania)","Santorum, Rick",Republican - Pennsylvania,S000059,Santorum, Rick,Republican,Pennsylvania,PA
"Sarasin, Ronald A. (Republican - Connecticut)","Sarasin, Ronald A.",Republican - Connecticut,S000062,Sarasin, Ronald A.,Republican,Connecticut,CT
"Sarbanes, John P. (Democratic - Maryland)","Sarbanes, John P.",Democratic - Maryland,S001168,Sarbanes, John P.,Democratic,Maryland,MD
"Sarbanes, Paul S. (Democratic - Maryland)","Sarbanes, Paul S.",Democratic - Maryland,S000064,Sarbanes, Paul S.,Democratic,Maryland,MD
"Sarpalius, Bill (Democratic - Texas)","Sarpalius, Bill",Democratic - Texas,S000066,Sarpalius, Bill,Democratic,Texas,TX
"Sasse, Ben (Republican - Nebraska)","Sasse, Ben",Republican - Nebraska,S001197,Sasse, Ben,Republican,Nebraska,NE
"Sasser, Jim (Democratic - Tennessee)","Sasser, Jim",Democratic - Tennessee,S000068,Sasser, Jim,Democratic,Tennessee,TN
"Satterfield, David E., III (Democratic - Virginia)","Satterfield, David E., III",Democratic - Virginia,S000070,Satterfield," David E., III",Democratic,Virginia,VA
"Savage, Gus (Democratic - Illinois)","Savage, Gus",Democratic - Illinois,S000081,Savage, Gus,Democratic,Illinois,IL
"Sawyer, Harold S. (Republican - Michigan)","Sawyer, Harold S.",Republican - Michigan,S000087,Sawyer, Harold S.,Republican,Michigan,MI
"Sawyer, Tom (Democratic - Ohio)","Sawyer, Tom",Democratic - Ohio,S000094,Sawyer, Tom,Democratic,Ohio,OH
"Saxbe, William B. (Republican - Ohio)","Saxbe, William B.",Republican - Ohio,S000096,Saxbe, William B.,Republican,Ohio,OH
"Saxton, Jim (Republican - New Jersey)","Saxton, Jim",Republican - New Jersey,S000097,Saxton, Jim,Republican,New Jersey,NJ
"Saylor, John P. (Republican - Pennsylvania)","Saylor, John P.",Republican - Pennsylvania,S000102,Saylor, John P.,Republican,Pennsylvania,PA
"Scalise, Steve (Republican - Louisiana)","Scalise, Steve",Republican - Louisiana,S001176,Scalise, Steve,Republican,Louisiana,LA
"Scarborough, Joe (Republican - Florida)","Scarborough, Joe",Republican - Florida,S000106,Scarborough, Joe,Republican,Florida,FL
"Schaefer, Dan (Republican - Colorado)","Schaefer, Dan",Republican - Colorado,S000109,Schaefer, Dan,Republican,Colorado,CO
"Schaffer, Bob (Republican - Colorado)","Schaffer, Bob",Republican - Colorado,S000112,Schaffer, Bob,Republican,Colorado,CO
"Schakowsky, Janice D. (Democratic - Illinois)","Schakowsky, Janice D.",Democratic - Illinois,S001145,Schakowsky, Janice D.,Democratic,Illinois,IL
"Schatz, Brian (Democratic - Hawaii)","Schatz, Brian",Democratic - Hawaii,S001194,Schatz, Brian,Democratic,Hawaii,HI
"Schauer, Mark H. (Democratic - Michigan)","Schauer, Mark H.",Democratic - Michigan,S001178,Schauer, Mark H.,Democratic,Michigan,MI
"Schenk, Lynn (Democratic - California)","Schenk, Lynn",Democratic - California,S000119,Schenk, Lynn,Democratic,California,CA
"Scherle, William J. (Republican - Iowa)","Scherle, William J.",Republican - Iowa,S000121,Scherle, William J.,Republican,Iowa,IA
"Scheuer, James H. (Democratic - New York)","Scheuer, James H.",Democratic - New York,S000124,Scheuer, James H.,Democratic,New York,NY
"Schiff, Adam B. (Democratic - California)","Schiff, Adam B.",Democratic - California,S001150,Schiff, Adam B.,Democratic,California,CA
"Schiff, Steven (Republican - New Mexico)","Schiff, Steven",Republican - New Mexico,S000125,Schiff, Steven,Republican,New Mexico,NM
"Schilling, Robert T. (Republican - Illinois)","Schilling, Robert T.",Republican - Illinois,S001182,Schilling, Robert T.,Republican,Illinois,IL
"Schmidt, Jean (Republican - Ohio)","Schmidt, Jean",Republican - Ohio,S001164,Schmidt, Jean,Republican,Ohio,OH
"Schmitt, Harrison H. (Republican - New Mexico)","Schmitt, Harrison H.",Republican - New Mexico,S000132,Schmitt, Harrison H.,Republican,New Mexico,NM
"Schneebeli, Herman T. (Republican - Pennsylvania)","Schneebeli, Herman T.",Republican - Pennsylvania,S000135,Schneebeli, Herman T.,Republican,Pennsylvania,PA
"Schneider, Bradley Scott (Democratic - Illinois)","Schneider, Bradley Scott",Democratic - Illinois,S001190,Schneider, Bradley Scott,Democratic,Illinois,IL
"Schneider, Claudine (Republican - Rhode Island)","Schneider, Claudine",Republican - Rhode Island,S000136,Schneider, Claudine,Republican,Rhode Island,RI
"Schock, Aaron (Republican - Illinois)","Schock, Aaron",Republican - Illinois,S001179,Schock, Aaron,Republican,Illinois,IL
"Schrader, Kurt (Democratic - Oregon)","Schrader, Kurt",Democratic - Oregon,S001180,Schrader, Kurt,Democratic,Oregon,OR
"Schrock, Edward L. (Republican - Virginia)","Schrock, Edward L.",Republican - Virginia,S001151,Schrock, Edward L.,Republican,Virginia,VA
"Schroeder, Patricia (Democratic - Colorado)","Schroeder, Patricia",Democratic - Colorado,S000142,Schroeder, Patricia,Democratic,Colorado,CO
"Schuette, Bill (Republican - Michigan)","Schuette, Bill",Republican - Michigan,S000143,Schuette, Bill,Republican,Michigan,MI
"Schulze, Richard T. (Republican - Pennsylvania)","Schulze, Richard T.",Republican - Pennsylvania,S000146,Schulze, Richard T.,Republican,Pennsylvania,PA
"Schumer, Charles E. (Democratic - New York)","Schumer, Charles E.",Democratic - New York,S000148,Schumer, Charles E.,Democratic,New York,NY
"Schwartz, Allyson Y. (Democratic - Pennsylvania)","Schwartz, Allyson Y.",Democratic - Pennsylvania,S001162,Schwartz, Allyson Y.,Democratic,Pennsylvania,PA
"Schwarz, John J.H. ""Joe"" (Republican - Michigan)","Schwarz, John J.H. ""Joe""",Republican - Michigan,S001161,Schwarz," John J.H. ""Joe""",Republican,Michigan,MI
"Schweiker, Richard S. (Republican - Pennsylvania)","Schweiker, Richard S.",Republican - Pennsylvania,S000159,Schweiker, Richard S.,Republican,Pennsylvania,PA
"Schweikert, David (Republican - Arizona)","Schweikert, David",Republican - Arizona,S001183,Schweikert, David,Republican,Arizona,AZ
"Scott, Austin (Republican - Georgia)","Scott, Austin",Republican - Georgia,S001189,Scott, Austin,Republican,Georgia,GA
"Scott, David (Democratic - Georgia)","Scott, David",Democratic - Georgia,S001157,Scott, David,Democratic,Georgia,GA
"Scott, Hugh (Republican - Pennsylvania)","Scott, Hugh",Republican - Pennsylvania,S000174,Scott, Hugh,Republican,Pennsylvania,PA
"Scott, Robert C. ""Bobby"" (Democratic - Virginia)","Scott, Robert C. ""Bobby""",Democratic - Virginia,S000185,Scott," Robert C. ""Bobby""",Democratic,Virginia,VA
"Scott, Tim (Republican - South Carolina)","Scott, Tim",Republican - South Carolina,S001184,Scott, Tim,Republican,South Carolina,SC
"Scott, William Lloyd (Republican - Virginia)","Scott, William Lloyd",Republican - Virginia,S000189,Scott, William Lloyd,Republican,Virginia,VA
"Seastrand, Andrea H. (Republican - California)","Seastrand, Andrea H.",Republican - California,S000213,Seastrand, Andrea H.,Republican,California,CA
"Sebelius, Keith G. (Republican - Kansas)","Sebelius, Keith G.",Republican - Kansas,S000217,Sebelius, Keith G.,Republican,Kansas,KS
"Seiberling, John F. (Democratic - Ohio)","Seiberling, John F.",Democratic - Ohio,S000230,Seiberling, John F.,Democratic,Ohio,OH
"Sekula Gibbs, Shelley (Republican - Texas)","Sekula Gibbs, Shelley",Republican - Texas,S001166,Sekula Gibbs, Shelley,Republican,Texas,TX
"Sensenbrenner, F. James, Jr. (Republican - Wisconsin)","Sensenbrenner, F. James, Jr.",Republican - Wisconsin,S000244,Sensenbrenner," F. James, Jr.",Republican,Wisconsin,WI
"Serrano, Jose E. (Democratic - New York)","Serrano, Jose E.",Democratic - New York,S000248,Serrano, Jose E.,Democratic,New York,NY
"Sessions, Jeff (Republican - Alabama)","Sessions, Jeff",Republican - Alabama,S001141,Sessions, Jeff,Republican,Alabama,AL
"Sessions, Pete (Republican - Texas)","Sessions, Pete",Republican - Texas,S000250,Sessions, Pete,Republican,Texas,TX
"Sestak, Joe (Democratic - Pennsylvania)","Sestak, Joe",Democratic - Pennsylvania,S001169,Sestak, Joe,Democratic,Pennsylvania,PA
"Sewell, Terri A. (Democratic - Alabama)","Sewell, Terri A.",Democratic - Alabama,S001185,Sewell, Terri A.,Democratic,Alabama,AL
"Seymour, John (Republican - California)","Seymour, John",Republican - California,S000269,Seymour, John,Republican,California,CA
"Shadegg, John B. (Republican - Arizona)","Shadegg, John B.",Republican - Arizona,S000275,Shadegg, John B.,Republican,Arizona,AZ
"Shaheen, Jeanne (Democratic - New Hampshire)","Shaheen, Jeanne",Democratic - New Hampshire,S001181,Shaheen, Jeanne,Democratic,New Hampshire,NH
"Shamansky, Bob (Democratic - Ohio)","Shamansky, Bob",Democratic - Ohio,S000282,Shamansky, Bob,Democratic,Ohio,OH
"Shannon, James M. (Democratic - Massachusetts)","Shannon, James M.",Democratic - Massachusetts,S000286,Shannon, James M.,Democratic,Massachusetts,MA
"Sharp, Philip R. (Democratic - Indiana)","Sharp, Philip R.",Democratic - Indiana,S000294,Sharp, Philip R.,Democratic,Indiana,IN
"Shaw, E. Clay, Jr. (Republican - Florida)","Shaw, E. Clay, Jr.",Republican - Florida,S000303,Shaw," E. Clay, Jr.",Republican,Florida,FL
"Shays, Christopher (Republican - Connecticut)","Shays, Christopher",Republican - Connecticut,S001144,Shays, Christopher,Republican,Connecticut,CT
"Shea-Porter, Carol (Democratic - New Hampshire)","Shea-Porter, Carol",Democratic - New Hampshire,S001170,Shea-Porter, Carol,Democratic,New Hampshire,NH
"Shelby, Richard C. (Democratic - Alabama)","Shelby, Richard C.",Democratic - Alabama,S000320,Shelby, Richard C.,Democratic,Alabama,AL
"Shepherd, Karen (Democratic - Utah)","Shepherd, Karen",Democratic - Utah,S000332,Shepherd, Karen,Democratic,Utah,UT
"Sherman, Brad (Democratic - California)","Sherman, Brad",Democratic - California,S000344,Sherman, Brad,Democratic,California,CA
"Sherwood, Don (Republican - Pennsylvania)","Sherwood, Don",Republican - Pennsylvania,S001146,Sherwood, Don,Republican,Pennsylvania,PA
"Shimkus, John (Republican - Illinois)","Shimkus, John",Republican - Illinois,S000364,Shimkus, John,Republican,Illinois,IL
"Shipley, George E. (Democratic - Illinois)","Shipley, George E.",Democratic - Illinois,S000367,Shipley, George E.,Democratic,Illinois,IL
"Shoup, Dick (Republican - Montana)","Shoup, Dick",Republican - Montana,S000383,Shoup, Dick,Republican,Montana,MT
"Shows, Ronnie (Democratic - Mississippi)","Shows, Ronnie",Democratic - Mississippi,S001147,Shows, Ronnie,Democratic,Mississippi,MS
"Shriver, Garner E. (Republican - Kansas)","Shriver, Garner E.",Republican - Kansas,S000388,Shriver, Garner E.,Republican,Kansas,KS
"Shuler, Heath (Democratic - North Carolina)","Shuler, Heath",Democratic - North Carolina,S001171,Shuler, Heath,Democratic,North Carolina,NC
"Shumway, Norman D. (Republican - California)","Shumway, Norman D.",Republican - California,S000393,Shumway, Norman D.,Republican,California,CA
"Shuster, Bill (Republican - Pennsylvania)","Shuster, Bill",Republican - Pennsylvania,S001154,Shuster, Bill,Republican,Pennsylvania,PA
"Shuster, Bud (Republican - Pennsylvania)","Shuster, Bud",Republican - Pennsylvania,S000394,Shuster, Bud,Republican,Pennsylvania,PA
"Sikes, Robert L. F. (Democratic - Florida)","Sikes, Robert L. F.",Democratic - Florida,S000406,Sikes, Robert L. F.,Democratic,Florida,FL
"Sikorski, Gerry E. (Democratic - Minnesota)","Sikorski, Gerry E.",Democratic - Minnesota,S000407,Sikorski, Gerry E.,Democratic,Minnesota,MN
"Siljander, Mark D. (Republican - Michigan)","Siljander, Mark D.",Republican - Michigan,S000409,Siljander, Mark D.,Republican,Michigan,MI
"Simmons, Rob (Republican - Connecticut)","Simmons, Rob",Republican - Connecticut,S001152,Simmons, Rob,Republican,Connecticut,CT
"Simon, Paul (Democratic - Illinois)","Simon, Paul",Democratic - Illinois,S000423,Simon, Paul,Democratic,Illinois,IL
"Simpson, Alan K. (Republican - Wyoming)","Simpson, Alan K.",Republican - Wyoming,S000429,Simpson, Alan K.,Republican,Wyoming,WY
"Simpson, Michael K. (Republican - Idaho)","Simpson, Michael K.",Republican - Idaho,S001148,Simpson, Michael K.,Republican,Idaho,ID
"Sinema, Kyrsten (Democratic - Arizona)","Sinema, Kyrsten",Democratic - Arizona,S001191,Sinema, Kyrsten,Democratic,Arizona,AZ
"Sires, Albio (Democratic - New Jersey)","Sires, Albio",Democratic - New Jersey,S001165,Sires, Albio,Democratic,New Jersey,NJ
"Sisisky, Norman (Democratic - Virginia)","Sisisky, Norman",Democratic - Virginia,S000453,Sisisky, Norman,Democratic,Virginia,VA
"Sisk, B. F. (Democratic - California)","Sisk, B. F.",Democratic - California,S000454,Sisk, B. F.,Democratic,California,CA
"Skaggs, David E. (Democratic - Colorado)","Skaggs, David E.",Democratic - Colorado,S000462,Skaggs, David E.,Democratic,Colorado,CO
"Skeen, Joe (Republican - New Mexico)","Skeen, Joe",Republican - New Mexico,S000463,Skeen, Joe,Republican,New Mexico,NM
"Skelton, Ike (Democratic - Missouri)","Skelton, Ike",Democratic - Missouri,S000465,Skelton, Ike,Democratic,Missouri,MO
"Skubitz, Joe (Republican - Kansas)","Skubitz, Joe",Republican - Kansas,S000472,Skubitz, Joe,Republican,Kansas,KS
"Slack, John (Democratic - West Virginia)","Slack, John",Democratic - West Virginia,S000473,Slack, John,Democratic,West Virginia,WV
"Slattery, Jim (Democratic - Kansas)","Slattery, Jim",Democratic - Kansas,S000477,Slattery, Jim,Democratic,Kansas,KS
"Slaughter, D. French, Jr. (Republican - Virginia)","Slaughter, D. French, Jr.",Republican - Virginia,S000479,Slaughter," D. French, Jr.",Republican,Virginia,VA
"Slaughter, Louise McIntosh (Democratic - New York)","Slaughter, Louise McIntosh",Democratic - New York,S000480,Slaughter, Louise McIntosh,Democratic,New York,NY
"Smith, Adam (Democratic - Washington)","Smith, Adam",Democratic - Washington,S000510,Smith, Adam,Democratic,Washington,WA
"Smith, Adrian (Republican - Nebraska)","Smith, Adrian",Republican - Nebraska,S001172,Smith, Adrian,Republican,Nebraska,NE
"Smith, Albert L., Jr. (Republican - Alabama)","Smith, Albert L., Jr.",Republican - Alabama,S000514,Smith," Albert L., Jr.",Republican,Alabama,AL
"Smith, Bob (Independent - New Hampshire)","Smith, Bob",Independent - New Hampshire,S000606,Smith, Bob,Independent,New Hampshire,NH
"Smith, Christopher H. (Republican - New Jersey)","Smith, Christopher H.",Republican - New Jersey,S000522,Smith, Christopher H.,Republican,New Jersey,NJ
"Smith, Denny (Republican - Oregon)","Smith, Denny",Republican - Oregon,S000527,Smith, Denny,Republican,Oregon,OR
"Smith, Gordon H. (Republican - Oregon)","Smith, Gordon H.",Republican - Oregon,S001142,Smith, Gordon H.,Republican,Oregon,OR
"Smith, Henry P., III (Republican - New York)","Smith, Henry P., III",Republican - New York,S000548,Smith," Henry P., III",Republican,New York,NY
"Smith, Jason (Republican - Missouri)","Smith, Jason",Republican - Missouri,S001195,Smith, Jason,Republican,Missouri,MO
"Smith, Joseph F. (Democratic - Pennsylvania)","Smith, Joseph F.",Democratic - Pennsylvania,S000579,Smith, Joseph F.,Democratic,Pennsylvania,PA
"Smith, Lamar (Republican - Texas)","Smith, Lamar",Republican - Texas,S000583,Smith, Lamar,Republican,Texas,TX
"Smith, Larkin (Republican - Mississippi)","Smith, Larkin",Republican - Mississippi,S000584,Smith, Larkin,Republican,Mississippi,MS
"Smith, Lawrence (Democratic - Florida)","Smith, Lawrence",Democratic - Florida,S000586,Smith, Lawrence,Democratic,Florida,FL
"Smith, Linda (Republican - Washington)","Smith, Linda",Republican - Washington,S000587,Smith, Linda,Republican,Washington,WA
"Smith, Neal Edward (Democratic - Iowa)","Smith, Neal Edward",Democratic - Iowa,S000596,Smith, Neal Edward,Democratic,Iowa,IA
"Smith, Nick (Republican - Michigan)","Smith, Nick",Republican - Michigan,S000597,Smith, Nick,Republican,Michigan,MI
"Smith, Peter (Republican - Vermont)","Smith, Peter",Republican - Vermont,S000601,Smith, Peter,Republican,Vermont,VT
"Smith, Robert (Republican - Oregon)","Smith, Robert",Republican - Oregon,S000607,Smith, Robert,Republican,Oregon,OR
"Smith, Virginia (Republican - Nebraska)","Smith, Virginia",Republican - Nebraska,S000622,Smith, Virginia,Republican,Nebraska,NE
"Smucker, Lloyd (Republican - Pennsylvania)","Smucker, Lloyd",Republican - Pennsylvania,S001199,Smucker, Lloyd,Republican,Pennsylvania,PA
"Snowbarger, Vince (Republican - Kansas)","Snowbarger, Vince",Republican - Kansas,S000662,Snowbarger, Vince,Republican,Kansas,KS
"Snowe, Olympia J. (Republican - Maine)","Snowe, Olympia J.",Republican - Maine,S000663,Snowe, Olympia J.,Republican,Maine,ME
"Snyder, M. G. (Gene) (Republican - Kentucky)",#REF!,,S000669,#REF!,,,,
"Snyder, Vic (Democratic - Arkansas)","Snyder, Vic",Democratic - Arkansas,S000672,Snyder, Vic,Democratic,Arkansas,AR
"Sodrel, Michael E. (Republican - Indiana)","Sodrel, Michael E.",Republican - Indiana,S001160,Sodrel, Michael E.,Republican,Indiana,IN
"Solarz, Stephen J. (Democratic - New York)","Solarz, Stephen J.",Democratic - New York,S000673,Solarz, Stephen J.,Democratic,New York,NY
"Solis, Hilda L. (Democratic - California)","Solis, Hilda L.",Democratic - California,S001153,Solis, Hilda L.,Democratic,California,CA
"Solomon, Gerald B. H. (Republican - New York)","Solomon, Gerald B. H.",Republican - New York,S000675,Solomon, Gerald B. H.,Republican,New York,NY
"Soto, Darren (Democratic - Florida)","Soto, Darren",Democratic - Florida,S001200,Soto, Darren,Democratic,Florida,FL
"Souder, Mark E. (Republican - Indiana)","Souder, Mark E.",Republican - Indiana,S001143,Souder, Mark E.,Republican,Indiana,IN
"Southerland, Steve II (Republican - Florida)","Southerland, Steve II",Republican - Florida,S001186,Southerland, Steve II,Republican,Florida,FL
"Space, Zachary T. (Democratic - Ohio)","Space, Zachary T.",Democratic - Ohio,S001173,Space, Zachary T.,Democratic,Ohio,OH
"Sparkman, John J. (Democratic - Alabama)","Sparkman, John J.",Democratic - Alabama,S000701,Sparkman, John J.,Democratic,Alabama,AL
"Specter, Arlen (Democratic - Pennsylvania)","Specter, Arlen",Democratic - Pennsylvania,S000709,Specter, Arlen,Democratic,Pennsylvania,PA
"Speier, Jackie (Democratic - California)","Speier, Jackie",Democratic - California,S001175,Speier, Jackie,Democratic,California,CA
"Spellman, Gladys Noon (Democratic - Maryland)","Spellman, Gladys Noon",Democratic - Maryland,S000716,Spellman, Gladys Noon,Democratic,Maryland,MD
"Spence, Floyd (Republican - South Carolina)","Spence, Floyd",Republican - South Carolina,S000718,Spence, Floyd,Republican,South Carolina,SC
"Spratt, John M., Jr. (Democratic - South Carolina)","Spratt, John M., Jr.",Democratic - South Carolina,S000749,Spratt," John M., Jr.",Democratic,South Carolina,SC
"St Germain, Fernand J. (Democratic - Rhode Island)","St Germain, Fernand J.",Democratic - Rhode Island,S000762,St Germain, Fernand J.,Democratic,Rhode Island,RI
"Stabenow, Debbie (Democratic - Michigan)","Stabenow, Debbie",Democratic - Michigan,S000770,Stabenow, Debbie,Democratic,Michigan,MI
"Stack, Edward J. (Democratic - Florida)","Stack, Edward J.",Democratic - Florida,S000772,Stack, Edward J.,Democratic,Florida,FL
"Stafford, Robert T. (Republican - Vermont)","Stafford, Robert T.",Republican - Vermont,S000776,Stafford, Robert T.,Republican,Vermont,VT
"Staggers, Harley O. (Democratic - West Virginia)","Staggers, Harley O.",Democratic - West Virginia,S000778,Staggers, Harley O.,Democratic,West Virginia,WV
"Staggers, Harley O., Jr. (Democratic - West Virginia)","Staggers, Harley O., Jr.",Democratic - West Virginia,S000779,Staggers," Harley O., Jr.",Democratic,West Virginia,WV
"Stallings, Richard H. (Democratic - Idaho)","Stallings, Richard H.",Democratic - Idaho,S000785,Stallings, Richard H.,Democratic,Idaho,ID
"Stangeland, Arlan (Republican - Minnesota)","Stangeland, Arlan",Republican - Minnesota,S000795,Stangeland, Arlan,Republican,Minnesota,MN
"Stanton, J. William (Republican - Ohio)","Stanton, J. William",Republican - Ohio,S000804,Stanton, J. William,Republican,Ohio,OH
"Stanton, James V. (Independent - Ohio)","Stanton, James V.",Independent - Ohio,S000803,Stanton, James V.,Independent,Ohio,OH
"Stark, Fortney Pete (Democratic - California)","Stark, Fortney Pete",Democratic - California,S000810,Stark, Fortney Pete,Democratic,California,CA
"Staton, David Michael (Republican - West Virginia)","Staton, David Michael",Republican - West Virginia,S000818,Staton, David Michael,Republican,West Virginia,WV
"Stearns, Cliff (Republican - Florida)","Stearns, Cliff",Republican - Florida,S000822,Stearns, Cliff,Republican,Florida,FL
"Steed, Tom (Democratic - Oklahoma)","Steed, Tom",Democratic - Oklahoma,S000829,Steed, Tom,Democratic,Oklahoma,OK
"Steele, Robert H. (Republican - Connecticut)","Steele, Robert H.",Republican - Connecticut,S000836,Steele, Robert H.,Republican,Connecticut,CT
"Steelman, Alan (Republican - Texas)","Steelman, Alan",Republican - Texas,S000841,Steelman, Alan,Republican,Texas,TX
"Steers, Newton I., Jr. (Republican - Maryland)","Steers, Newton I., Jr.",Republican - Maryland,S000844,Steers," Newton I., Jr.",Republican,Maryland,MD
"Stefanik, Elise M. (Republican - New York)","Stefanik, Elise M.",Republican - New York,S001196,Stefanik, Elise M.,Republican,New York,NY
"Steiger, Sam (Republican - Arizona)","Steiger, Sam",Republican - Arizona,S000846,Steiger, Sam,Republican,Arizona,AZ
"Steiger, William A. (Republican - Wisconsin)","Steiger, William A.",Republican - Wisconsin,S000847,Steiger, William A.,Republican,Wisconsin,WI
"Stenholm, Charles W. (Democratic - Texas)","Stenholm, Charles W.",Democratic - Texas,S000851,Stenholm, Charles W.,Democratic,Texas,TX
"Stennis, John C. (Democratic - Mississippi)","Stennis, John C.",Democratic - Mississippi,S000852,Stennis, John C.,Democratic,Mississippi,MS
"Stephens, Robert G., Jr. (Democratic - Georgia)","Stephens, Robert G., Jr.",Democratic - Georgia,S000860,Stephens," Robert G., Jr.",Democratic,Georgia,GA
"Stevens, Ted (Republican - Alaska)","Stevens, Ted",Republican - Alaska,S000888,Stevens, Ted,Republican,Alaska,AK
"Stevenson, Adlai E., III (Democratic - Illinois)","Stevenson, Adlai E., III",Democratic - Illinois,S000890,Stevenson," Adlai E., III",Democratic,Illinois,IL
"Stewart, Bennett McVey (Democratic - Illinois)","Stewart, Bennett McVey",Democratic - Illinois,S000902,Stewart, Bennett McVey,Democratic,Illinois,IL
"Stewart, Chris (Republican - Utah)","Stewart, Chris",Republican - Utah,S001192,Stewart, Chris,Republican,Utah,UT
"Stewart, Donald (Democratic - Alabama)","Stewart, Donald",Democratic - Alabama,S000907,Stewart, Donald,Democratic,Alabama,AL
"Stivers, Steve (Republican - Ohio)","Stivers, Steve",Republican - Ohio,S001187,Stivers, Steve,Republican,Ohio,OH
"Stockman, David A. (Republican - Michigan)","Stockman, David A.",Republican - Michigan,S000935,Stockman, David A.,Republican,Michigan,MI
"Stockman, Steve (Republican - Texas)","Stockman, Steve",Republican - Texas,S000937,Stockman, Steve,Republican,Texas,TX
"Stokes, Louis (Democratic - Ohio)","Stokes, Louis",Democratic - Ohio,S000948,Stokes, Louis,Democratic,Ohio,OH
"Stone, Richard (Dick) (Democratic - Florida)",#REF!,,S000962,#REF!,,,,
"Strang, Michael L. (Republican - Colorado)","Strang, Michael L.",Republican - Colorado,S000991,Strang, Michael L.,Republican,Colorado,CO
"Strange, Luther (Republican - Alabama)","Strange, Luther",Republican - Alabama,S001202,Strange, Luther,Republican,Alabama,AL
"Stratton, Samuel S. (Democratic - New York)","Stratton, Samuel S.",Democratic - New York,S000997,Stratton, Samuel S.,Democratic,New York,NY
"Strickland, Ted (Democratic - Ohio)","Strickland, Ted",Democratic - Ohio,S001004,Strickland, Ted,Democratic,Ohio,OH
"Stubblefield, Frank A. (Democratic - Kentucky)","Stubblefield, Frank A.",Democratic - Kentucky,S001037,Stubblefield, Frank A.,Democratic,Kentucky,KY
"Stuckey, W. S. (Bill), Jr. (Democratic - Georgia)",#REF!,,S001039,#REF!,,,,
"Studds, Gerry E. (Democratic - Massachusetts)","Studds, Gerry E.",Democratic - Massachusetts,S001040,Studds, Gerry E.,Democratic,Massachusetts,MA
"Stump, Bob (Democratic - Arizona)","Stump, Bob",Democratic - Arizona,S001044,Stump, Bob,Democratic,Arizona,AZ
"Stupak, Bart (Democratic - Michigan)","Stupak, Bart",Democratic - Michigan,S001045,Stupak, Bart,Democratic,Michigan,MI
"Stutzman, Marlin A. (Republican - Indiana)","Stutzman, Marlin A.",Republican - Indiana,S001188,Stutzman, Marlin A.,Republican,Indiana,IN
"Sullivan, Dan (Republican - Alaska)","Sullivan, Dan",Republican - Alaska,S001198,Sullivan, Dan,Republican,Alaska,AK
"Sullivan, John (Republican - Oklahoma)","Sullivan, John",Republican - Oklahoma,S001155,Sullivan, John,Republican,Oklahoma,OK
"Sullivan, Leonor K. (Mrs. John B.) (Democratic - Missouri)",#REF!,,S001057,#REF!,,,,
"Sundquist, Don (Republican - Tennessee)","Sundquist, Don",Republican - Tennessee,S001075,Sundquist, Don,Republican,Tennessee,TN
"Sunia, Foto I. F. (Democratic - American Samoa)","Sunia, Foto I. F.",Democratic - American Samoa,S001077,Sunia, Foto I. F.,Democratic,American Samoa,
"Sununu, John E. (Republican - New Hampshire)","Sununu, John E.",Republican - New Hampshire,S001078,Sununu, John E.,Republican,New Hampshire,NH
"Suozzi, Thomas R. (Democratic - New York)","Suozzi, Thomas R.",Democratic - New York,S001201,Suozzi, Thomas R.,Democratic,New York,NY
"Sutton, Betty (Democratic - Ohio)","Sutton, Betty",Democratic - Ohio,S001174,Sutton, Betty,Democratic,Ohio,OH
"Swalwell, Eric (Democratic - California)","Swalwell, Eric",Democratic - California,S001193,Swalwell, Eric,Democratic,California,CA
"Sweeney, David McCann (Republican - Texas)","Sweeney, David McCann",Republican - Texas,S001101,Sweeney, David McCann,Republican,Texas,TX
"Sweeney, John E. (Republican - New York)","Sweeney, John E.",Republican - New York,S001149,Sweeney, John E.,Republican,New York,NY
"Swett, Dick (Democratic - New Hampshire)","Swett, Dick",Democratic - New Hampshire,S001113,Swett, Dick,Democratic,New Hampshire,NH
"Swift, Al (Democratic - Washington)","Swift, Al",Democratic - Washington,S001115,Swift, Al,Democratic,Washington,WA
"Swindall, Patrick L. (Republican - Georgia)","Swindall, Patrick L.",Republican - Georgia,S001122,Swindall, Patrick L.,Republican,Georgia,GA
"Symington, James W. (Democratic - Missouri)","Symington, James W.",Democratic - Missouri,S001134,Symington, James W.,Democratic,Missouri,MO
"Symington, Stuart (Democratic - Missouri)","Symington, Stuart",Democratic - Missouri,S001136,Symington, Stuart,Democratic,Missouri,MO
"Symms, Steven D. (Republican - Idaho)","Symms, Steven D.",Republican - Idaho,S001138,Symms, Steven D.,Republican,Idaho,ID
"Synar, Mike (Democratic - Oklahoma)","Synar, Mike",Democratic - Oklahoma,S001139,Synar, Mike,Democratic,Oklahoma,OK
"Taft, Robert, Jr. (Republican - Ohio)","Taft, Robert, Jr.",Republican - Ohio,T000010,Taft," Robert, Jr.",Republican,Ohio,OH
"Takai, Mark (Democratic - Hawaii)","Takai, Mark",Democratic - Hawaii,T000473,Takai, Mark,Democratic,Hawaii,HI
