,id.bioguide,handle,name.last,chamber,party,district,inc_ran,inc_won,had_challenger,inc_party,winner_party,runnerup_party,runnerup_votes,winner_votes,closeness,week,avg_score,abs
848,E000294,reptomemmer,Emmer,rep,Republican,6.0,1,1,1,R,R,D,123008.0,235380.0,0.313548444702,2,14.2285686667,14.2285686667
849,Z000018,repryanzinke,Zinke,rep,Republican,0.0,1,1,1,R,R,D,205919.0,285358.0,0.161699000767,2,1.6816428165,1.6816428165
850,R000603,repdavidrouzer,Rouzer,rep,Republican,7.0,1,1,1,R,R,D,135905.0,211801.0,0.218276359913,2,0.774211,0.774211
851,A000373,repbradashford,Ashford,rep,Democrat,2.0,1,1,1,R,R,D,137602.0,141066.0,0.0124305625332,2,-0.859457142857,0.859457142857
852,M001193,reptommacarthur,MacArthur,rep,Republican,3.0,1,1,1,R,R,D,127526.0,194596.0,0.208213037296,2,9.99311533333,9.99311533333
853,W000822,repbonnie,Watson Coleman,rep,Democrat,12.0,1,1,1,D,D,R,92407.0,181430.0,0.325094855699,2,-55.518636,55.518636
854,H001070,rephardy,Hardy,rep,Republican,4.0,1,1,1,D,D,R,118328.0,128985.0,0.0430911436115,2,10.322063,10.322063
855,Z000017,repleezeldin,Zeldin,rep,Republican,1.0,1,1,1,R,R,D,135278.0,188499.0,0.164375480655,2,1.36235233333,1.36235233333
856,R000602,repkathleenrice,Rice,rep,Democrat,4.0,1,1,1,D,D,R,126438.0,186423.0,0.191730512911,2,-37.666981,37.666981
857,S001196,repstefanik,Stefanik,rep,Republican,21.0,1,1,1,R,R,D,82161.0,177886.0,0.368106534588,2,10.2358883333,10.2358883333
858,K000386,repjohnkatko,Katko,rep,Republican,24.0,1,1,1,R,R,D,119040.0,182761.0,0.211135814659,2,,
859,R000604,reprussell,Russell,rep,Republican,5.0,1,1,1,R,R,D,103273.0,160184.0,0.216016275901,2,,
860,C001106,repryancostello,Costello,rep,Republican,6.0,1,1,1,R,R,D,155000.0,207469.0,0.144754447967,2,6.86163,6.86163
861,B001296,repbrendanboyle,Boyle,rep,Democrat,13.0,1,1,0,D,D,NONE,0.0,239316.0,1.0,2,-7.58792833333,7.58792833333
862,R000601,repratcliffe,Ratcliffe,rep,Republican,4.0,1,1,1,R,R,L,29577.0,216643.0,0.7597514418,2,2.9647175,2.9647175
863,H001073,hurdonthehill,Hurd,rep,Republican,23.0,1,1,1,R,R,D,107526.0,110577.0,0.0139888034552,2,9.01522285714,9.01522285714
864,B001291,repbrianbabin,Babin,rep,Republican,36.0,1,1,1,R,R,G,24890.0,193675.0,0.772241667239,2,6.18018,6.18018
865,L000584,repmialove,Love,rep,Republican,4.0,1,1,1,R,R,D,113413.0,147597.0,0.130968162139,2,3.201824,3.201824
866,B001292,repdonbeyer,Beyer,rep,Democrat,8.0,1,1,1,D,D,R,98387.0,246653.0,0.429706700672,2,-66.5134471429,66.5134471429
867,C001105,repcomstock,Comstock,rep,Republican,10.0,1,1,1,R,R,D,187712.0,210791.0,0.0579142440584,2,2.48829733333,2.48829733333
868,N000189,repnewhouse,Newhouse,rep,Republican,4.0,1,1,1,R,R,R,97402.0,132517.0,0.152727699755,2,2.310694,2.310694
869,G000576,repgrothman,Grothman,rep,Republican,6.0,1,1,1,R,R,D,133072.0,204147.0,0.210768076532,2,,
870,M001195,repalexmooney,Mooney,rep,Republican,2.0,1,1,1,R,R,D,101207.0,140807.0,0.163626897617,2,-0.304219,0.304219
871,J000297,repevanjenkins,Jenkins,rep,Republican,3.0,1,1,1,R,R,D,49708.0,140741.0,0.477991483284,2,5.48786,5.48786
872,W000819,repmarkwalker,Walker,rep,Republican,6.0,1,1,1,R,R,D,143167.0,207983.0,0.184582087427,2,9.684375,9.684375
873,D000625,repdandonovan,Donovan,rep,Republican,11.0,1,1,1,R,R,D,85257.0,142934.0,0.252757558361,2,1.8893884,1.8893884
874,K000388,reptrentkelly,Kelly,rep,Republican,1.0,1,1,1,R,R,D,83947.0,206455.0,0.421856598784,2,3.22075733333,3.22075733333
875,L000585,replahood,LaHood,rep,Republican,18.0,1,1,1,R,R,D,96770.0,250506.0,0.442691116,2,3.51648085,3.51648085
876,A000368,kellyayotte,Ayotte,sen,Republican,None,1,0,1,R,D,R,353632.0,354649.0,0.00143587079139,2,7.71948994286,7.71948994286
877,B001267,senbennetco,Bennet,sen,Democrat,None,1,1,1,D,D,R,1215318.0,1370710.0,0.0600890632275,2,,
878,B001277,senblumenthal,Blumenthal,sen,Democrat,None,1,1,1,D,D,R,552621.0,1008714.0,0.292117322676,2,-11.6604057143,11.6604057143
879,B000575,royblunt,Blunt,sen,Republican,None,1,1,1,R,R,D,1300200.0,1378458.0,0.0292153757591,2,10.6441475,10.6441475
880,B001236,johnboozman,Boozman,sen,Republican,None,1,1,1,R,R,D,400602.0,661984.0,0.245986677784,2,5.69075285714,5.69075285714
881,B000711,senatorboxer,Boxer,sen,Democrat,None,0,0,0,D,D,D,4701417.0,7542753.0,0.232056235743,2,-6.36807,6.36807
882,B001135,senatorburr,Burr,sen,Republican,None,1,1,1,R,R,D,2128165.0,2395376.0,0.059071201079,2,20.18705,20.18705
883,C000880,mikecrapo,Crapo,sen,Republican,None,1,1,1,R,R,D,188249.0,449017.0,0.409198042889,2,7.06991142857,7.06991142857
884,G000386,chuckgrassley,Grassley,sen,Republican,None,1,1,1,R,R,D,549460.0,926007.0,0.255205301101,2,0.688525,0.688525
885,H001061,senjohnhoeven,Hoeven,sen,Republican,None,1,1,1,R,R,D,58116.0,268788.0,0.644446075912,2,2.333365,2.333365
886,I000055,senatorisakson,Isakson,sen,Republican,None,1,1,1,R,R,D,1599726.0,2135806.0,0.143508340981,2,16.5180433333,16.5180433333
887,K000360,senatorkirk,Kirk,sen,Republican,None,1,0,1,R,D,R,2184692.0,3012940.0,0.159351027545,2,2.9924,2.9924
888,L000575,senatorlankford,Lankford,sen,Republican,None,1,1,1,R,R,D,355911.0,980892.0,0.467519148296,2,6.569222,6.569222
889,L000174,senatorleahy,Leahy,sen,Democrat,None,1,1,1,D,D,R,103637.0,192243.0,0.29946599973,2,-48.1622,48.1622
890,L000577,senmikelee,Lee,sen,Republican,None,1,1,1,R,R,D,301860.0,760241.0,0.431579482554,2,5.600755,5.600755
891,M000303,senjohnmccain,McCain,sen,Republican,None,1,1,1,R,R,D,1031245.0,1359267.0,0.137218303025,2,8.49740166667,8.49740166667
892,M000702,senatorbarb,Mikulski,sen,Democrat,None,0,0,0,D,D,R,972557.0,1659907.0,0.261105185104,2,-6.19353,6.19353
893,M000934,jerrymoran,Moran,sen,Republican,None,1,1,1,R,R,D,379740.0,732376.0,0.317085627758,2,10.5681655,10.5681655
894,M001153,lisamurkowski,Murkowski,sen,Republican,None,1,1,1,R,R,D,36200.0,138149.0,0.584740950622,2,6.04440666667,6.04440666667
895,M001111,pattymurray,Murray,sen,Democrat,None,1,1,1,D,D,R,1329338.0,1913979.0,0.180260208916,2,-33.7356075,33.7356075
896,P000449,senrobportman,Portman,sen,Republican,None,1,1,1,R,R,D,1996908.0,3118567.0,0.21926780993,2,6.85227714286,6.85227714286
897,R000146,senatorreid,Reid,sen,Democrat,None,0,0,0,D,D,R,495079.0,521994.0,0.0264631938907,2,,
898,R000595,senrubiopress,Rubio,sen,Republican,None,1,1,1,R,R,D,4122088.0,4835191.0,0.0796115650746,2,3.909112,3.909112
899,S000148,senschumer,Schumer,sen,Democrat,None,1,1,1,D,D,R,2009353.0,5221949.0,0.444262457853,2,-34.00054,34.00054
900,S001184,senatortimscott,Scott,sen,Republican,None,1,1,1,R,R,D,757022.0,1241609.0,0.242459463503,2,11.9445136667,11.9445136667
901,S000320,senshelby,Shelby,sen,Republican,None,1,1,1,R,R,D,748709.0,1335104.0,0.281404809357,2,1.0303,1.0303
902,T000250,senjohnthune,Thune,sen,Republican,None,1,1,1,R,R,D,104140.0,265516.0,0.436557231588,2,1.254841,1.254841
903,T000461,sentoomey,Toomey,sen,Republican,None,1,1,1,R,R,D,2865012.0,2951702.0,0.0149036036498,2,1.3403205,1.3403205
904,W000779,ronwyden,Wyden,sen,Democrat,None,1,1,1,D,D,R,651106.0,1105119.0,0.258516420163,2,-35.355218,35.355218
905,S001194,senbrianschatz,Schatz,sen,Democrat,None,1,1,1,D,D,R,92653.0,306604.0,0.535872883882,2,-29.666305,29.666305
906,A000055,robert_aderholt,Aderholt,rep,Republican,4.0,1,1,0,R,R,write in,3519.0,235925.0,0.970606905999,3,2.45614,2.45614
907,B001269,reploubarletta,Barletta,rep,Republican,11.0,1,1,1,R,R,D,113800.0,199421.0,0.273356511856,3,3.56129,3.56129
908,B000213,repjoebarton,Barton,rep,Republican,6.0,1,1,1,R,R,D,106667.0,159444.0,0.198327013915,3,2.55,2.55
909,B001270,repkarenbass,Bass,rep,Democrat,37.0,1,1,1,D,D,D,44782.0,192490.0,0.622526046057,3,-18.224034,18.224034
910,B000287,repbecerra,Becerra,rep,Democrat,34.0,1,1,1,D,D,D,36314.0,122842.0,0.543667847898,3,-17.2386933333,17.2386933333
911,B001271,congressmandan,Benishek,rep,Republican,1.0,0,0,0,R,R,D,144334.0,197777.0,0.156215380388,3,,
912,B001257,repgusbilirakis,Bilirakis,rep,Republican,12.0,1,1,1,R,R,D,116110.0,253559.0,0.371816408733,3,,
913,B001250,reprobbishop,Bishop,rep,Republican,1.0,1,1,1,R,R,D,73380.0,182925.0,0.427400948089,3,,
914,B000490,sanfordbishop,Bishop,rep,Democrat,2.0,1,1,1,D,D,R,94056.0,148543.0,0.22459696866,3,-1.02609,1.02609
915,B001273,repdianeblack,Black,rep,Republican,6.0,1,1,1,R,R,D,61995.0,202234.0,0.530747949695,3,7.829558,7.829558
916,B001243,marshablackburn,Blackburn,rep,Republican,7.0,1,1,1,R,R,D,65226.0,200407.0,0.50890137897,3,0.67664,0.67664
917,B000574,blumenauermedia,Blumenauer,rep,Democrat,3.0,1,1,1,D,D,I,78154.0,274687.0,0.55700159562,3,,
918,B001255,repboustany,Boustany,rep,Republican,3.0,0,0,0,R,R,R,84912.0,91532.0,0.0375189861939,3,0.974576,0.974576
919,B000755,repkevinbrady,Brady,rep,Republican,8.0,1,1,1,R,R,NONE,0.0,236379.0,1.0,3,5.08546150333,5.08546150333
920,B001227,repbrady,Brady,rep,Democrat,1.0,1,1,1,D,D,R,53219.0,245791.0,0.644031972175,3,,
921,B001274,repmobrooks,Brooks,rep,Republican,5.0,1,1,1,R,R,D,102234.0,205647.0,0.335886267746,3,5.72549,5.72549
922,B000911,repcorrinebrown,Brown,rep,Democrat,5.0,1,1,1,D,D,R,108325.0,194549.0,0.28468604106,3,,
923,B001260,vernbuchanan,Buchanan,rep,Republican,16.0,1,1,1,R,R,D,155262.0,230654.0,0.195358575441,3,0.570156605,0.570156605
924,B001275,replarrybucshon,Bucshon,rep,Republican,8.0,1,1,1,R,R,D,93356.0,187702.0,0.335681603085,3,2.82355266667,2.82355266667
925,B001248,michaelcburgess,Burgess,rep,Republican,26.0,1,1,1,R,R,D,94507.0,211730.0,0.382785228434,3,3.910375,3.910375
926,B001251,gkbutterfield,Butterfield,rep,Democrat,1.0,1,1,1,D,D,R,101567.0,240661.0,0.406436644576,3,-41.81591,41.81591
927,C000059,kencalvert,Calvert,rep,Republican,42.0,1,1,1,R,R,D,104689.0,149547.0,0.176442360641,3,,
928,C001036,reploiscapps,Capps,rep,Democrat,24.0,0,0,0,D,D,D,144780.0,166034.0,0.0683817331266,3,-2.3844825,2.3844825
929,C001037,repmikecapuano,Capuano,rep,Democrat,7.0,1,1,1,D,D,Write in,3557.0,253354.0,0.972309476823,3,,
930,C001083,johncarneyde,Carney,rep,Democrat,0.0,1,1,1,D,D,R,172301.0,233554.0,0.150923359328,3,-10.9804,10.9804
931,C001072,repandrecarson,Carson,rep,Democrat,7.0,1,1,1,D,D,R,94456.0,158739.0,0.25388732005,3,,
932,C001051,judgecarter,Carter,rep,Republican,31.0,1,1,1,R,R,D,103852.0,166060.0,0.230475117816,3,8.23511833333,8.23511833333
933,C001066,usrepkcastor,Castor,rep,Democrat,14.0,1,1,1,D,D,R,121088.0,195789.0,0.235741312875,3,-45.45454,45.45454
934,C000266,repstevechabot,Chabot,rep,Republican,1.0,1,1,1,R,R,D,144644.0,210014.0,0.184318413796,3,7.824885,7.824885
935,C001076,jasoninthehouse,Chaffetz,rep,Republican,3.0,1,1,1,R,R,D,75716.0,209589.0,0.469227668635,3,9.73685,9.73685
936,C001080,repjudychu,Chu,rep,Democrat,27.0,1,1,1,D,D,R,81655.0,168977.0,0.348407226531,3,-17.933705,17.933705
937,C001084,repcicilline,Cicilline,rep,Democrat,1.0,1,1,1,D,D,R,71023.0,130534.0,0.295256428703,3,-61.80428,61.80428
938,C001067,yvetteclarke,Clarke,rep,Democrat,9.0,1,1,1,D,D,C,17576.0,214189.0,0.848329126486,3,,
939,C001061,repcleaver,Cleaver,rep,Democrat,5.0,1,1,1,D,D,R,123771.0,190766.0,0.21299560942,3,-8.202654,8.202654
940,C000537,clyburn,Clyburn,rep,Democrat,6.0,1,1,1,D,D,R,70099.0,177947.0,0.43479032115,3,-19.13218,19.13218
941,C001077,repmikecoffman,Coffman,rep,Republican,6.0,1,1,1,R,R,D,160372.0,191626.0,0.0887902772175,3,3.93032666667,3.93032666667
942,C001068,repcohen,Cohen,rep,Democrat,9.0,1,1,1,D,D,R,41123.0,171631.0,0.613422074321,3,-11.027258,11.027258
943,C001053,tomcoleok04,Cole,rep,Republican,4.0,1,1,1,R,R,D,76472.0,204143.0,0.454968551218,3,0.890323,0.890323
944,C001062,conawaytx11,Conaway,rep,Republican,11.0,1,1,1,R,R,L,23677.0,201871.0,0.790049124798,3,,
945,C001078,gerryconnolly,Connolly,rep,Democrat,11.0,1,1,0,D,D,Write in,34185.0,247818.0,0.757555770683,3,-2.944582,2.944582
946,C000714,repjohnconyers,Conyers,rep,Democrat,13.0,1,1,1,D,D,R,40541.0,198771.0,0.6611870696,3,-23.2408633333,23.2408633333
947,C000754,repjimcooper,Cooper,rep,Democrat,5.0,1,1,1,D,D,R,102433.0,171111.0,0.25106746995,3,-9.96679,9.96679
948,C001059,repjimcosta,Costa,rep,Democrat,16.0,1,1,1,D,D,R,70483.0,97473.0,0.160696849175,3,-0.38201,0.38201
949,C001069,repjoecourtney,Courtney,rep,Democrat,2.0,1,1,1,D,D,R,111149.0,208818.0,0.305247103608,3,-18.3137332,18.3137332
950,C001087,reprickcrawford,Crawford,rep,Republican,1.0,1,1,1,R,R,L,57181.0,183866.0,0.525561405037,3,1.829157,1.829157
951,C001045,andercrenshaw,Crenshaw,rep,Republican,4.0,1,1,1,R,R,D,113088.0,287509.0,0.435402661528,3,,
952,C001038,repjoecrowley,Crowley,rep,Democrat,14.0,1,1,1,D,D,R,30545.0,147587.0,0.657052073743,3,-65.654566,65.654566
953,C001063,repcuellar,Cuellar,rep,Democrat,28.0,1,1,1,D,D,R,57740.0,122086.0,0.357823673996,3,-3.18323333333,3.18323333333
954,C001048,congculberson,Culberson,rep,Republican,7.0,1,1,1,R,R,D,111991.0,143542.0,0.12347133247,3,,
955,C000984,repcummings,Cummings,rep,Democrat,7.0,1,1,1,D,D,R,69556.0,238838.0,0.548914700027,3,-53.1246833333,53.1246833333
956,D000096,repdannydavis,Davis,rep,Democrat,7.0,1,1,1,D,D,R,46882.0,250584.0,0.684790866855,3,,
957,D000598,repsusandavis,Davis,rep,Democrat,53.0,1,1,1,D,D,R,97968.0,198988.0,0.340185077924,3,-0.7993,0.7993
958,D000191,reppeterdefazio,DeFazio,rep,Democrat,4.0,1,1,1,D,D,R,157743.0,220628.0,0.166199312315,3,-4.49276,4.49276
959,D000197,repdianadegette,DeGette,rep,Democrat,1.0,1,1,1,D,D,R,105030.0,257254.0,0.420178644378,3,-46.286252,46.286252
960,D000216,rosadelauro,DeLauro,rep,Democrat,3.0,1,1,1,D,D,R,95786.0,213572.0,0.380743345897,3,-65.83605,65.83605
961,D000612,repjeffdenham,Denham,rep,Republican,10.0,1,1,1,R,R,D,116470.0,124671.0,0.0340091481747,3,2.157363,2.157363
962,D000616,desjarlaistn04,DesJarlais,rep,Republican,4.0,1,1,1,R,R,D,89141.0,165796.0,0.30068212931,3,2.063235,2.063235
963,D000610,repteddeutch,Deutch,rep,Democrat,21.0,1,1,1,D,D,R,118038.0,210606.0,0.281666484098,3,-8.6338412,8.6338412
964,D000600,mariodb,Diaz-Balart,rep,Republican,25.0,1,1,1,R,R,D,95319.0,157921.0,0.247204233139,3,5.74535666667,5.74535666667
965,D000399,replloyddoggett,Doggett,rep,Democrat,35.0,1,1,1,D,D,R,62384.0,124612.0,0.332777171704,3,-0.801169,0.801169
966,D000482,usrepmikedoyle,Doyle,rep,Democrat,14.0,1,1,1,D,D,R,87999.0,255293.0,0.487322745651,3,-1.560995,1.560995
967,D000614,repseanduffy,Duffy,rep,Republican,7.0,1,1,1,R,R,D,138643.0,223418.0,0.234145627394,3,1.89010772333,1.89010772333
968,D000615,repjeffduncan,Duncan,rep,Republican,3.0,1,1,1,R,R,D,72933.0,196325.0,0.458266792444,3,2.86274,2.86274
969,D000533,repjohnduncanjr,Duncan,rep,Republican,2.0,1,1,1,R,R,D,68401.0,212455.0,0.512910530663,3,0.272246666667,0.272246666667
970,E000290,repdonnaedwards,Edwards,rep,Democrat,4.0,0,0,0,D,D,R,68670.0,237501.0,0.551427143655,3,-63.2100157143,63.2100157143
971,E000288,keithellison,Ellison,rep,Democrat,5.0,1,1,1,D,D,R,80660.0,249964.0,0.512074138599,3,-6.1983425,6.1983425
972,E000291,repreneeellmers,Ellmers,rep,Republican,2.0,1,1,1,R,R,D,169082.0,221485.0,0.134171601799,3,5.58965666667,5.58965666667
973,E000179,repeliotengel,Engel,rep,Democrat,16.0,1,1,1,D,D,PC,11825.0,209857.0,0.893315650346,3,-18.6940583333,18.6940583333
974,E000215,repannaeshoo,Eshoo,rep,Democrat,18.0,1,1,1,D,D,R,93470.0,230460.0,0.422900009261,3,,
975,F000460,farenthold,Farenthold,rep,Republican,27.0,1,1,1,R,R,D,88329.0,142251.0,0.233853760083,3,2.53552883333,2.53552883333
976,F000030,repsamfarr,Farr,rep,Democrat,20.0,0,0,0,D,D,R,74811.0,180980.0,0.415061515065,3,-18.3665366667,18.3665366667
977,F000458,repfinchertn08,Fincher,rep,Republican,8.0,0,0,0,R,R,D,70925.0,194386.0,0.465344444821,3,,
978,F000451,repfitzpatrick,Fitzpatrick,rep,Republican,8.0,1,1,1,R,R,D,173555.0,207263.0,0.0885147235687,3,0.025,0.025
979,F000459,repchuck,Fleischmann,rep,Republican,3.0,1,1,1,R,R,D,76727.0,176613.0,0.394276466409,3,4.56565,4.56565
980,F000456,repfleming,Fleming,rep,Republican,4.0,0,0,0,R,D,R,70580.0,80593.0,0.0662353727187,3,9.73685,9.73685
981,F000461,repbillflores,Flores,rep,Republican,17.0,1,1,1,R,R,D,86603.0,149417.0,0.266138462842,3,1.670367,1.670367
982,F000445,randy_forbes,Forbes,rep,Republican,4.0,0,0,0,R,D,R,145731.0,200136.0,0.157300349556,3,,
983,F000449,jefffortenberry,Fortenberry,rep,Republican,1.0,1,1,1,R,R,D,83467.0,189771.0,0.389052767185,3,,
984,F000450,virginiafoxx,Foxx,rep,Republican,5.0,1,1,1,R,R,D,147887.0,207625.0,0.168033709129,3,5.090665,5.090665
985,F000448,reptrentfranks,Franks,rep,Republican,8.0,1,1,1,R,R,G,93954.0,204942.0,0.371326481452,3,5.61036,5.61036
986,F000372,usreprodney,Frelinghuysen,rep,Republican,11.0,1,1,1,D,D,R,130162.0,194299.0,0.197672447536,3,1.7269576,1.7269576
987,F000455,repmarciafudge,Fudge,rep,Democrat,11.0,1,1,1,D,D,R,59769.0,242917.0,0.605075887223,3,-35.492936,35.492936
988,G000559,repgaramendi,Garamendi,rep,Democrat,3.0,1,1,1,D,D,R,104453.0,152513.0,0.187028634138,3,-2.29206,2.29206
989,G000548,repgarrett,Garrett,rep,Republican,5.0,1,1,1,D,D,R,157690.0,172587.0,0.045104563745,3,,
990,G000563,repbobgibbs,Gibbs,rep,Republican,7.0,1,1,1,R,R,D,89638.0,198221.0,0.377208980786,3,-0.00438714,0.00438714
991,G000564,repchrisgibson,Gibson,rep,Republican,19.0,0,0,0,R,R,D,141224.0,166171.0,0.0811561671465,3,1.25,1.25
992,G000552,replouiegohmert,Gohmert,rep,Republican,1.0,1,1,1,R,R,D,62847.0,192434.0,0.507624930958,3,4.510191,4.510191
993,G000289,repgoodlatte,Goodlatte,rep,Republican,6.0,1,1,1,R,R,D,112170.0,225471.0,0.335566474451,3,19.6871033333,19.6871033333
994,G000565,repgosar,Gosar,rep,Republican,4.0,1,1,1,R,R,D,81296.0,203487.0,0.42906704403,3,2.8036318,2.8036318
995,G000566,tgowdysc,Gowdy,rep,Republican,4.0,1,1,1,R,R,D,91676.0,198648.0,0.368457309764,3,5.71788,5.71788
996,G000377,repkaygranger,Granger,rep,Republican,12.0,1,1,1,R,R,D,76029.0,196482.0,0.442011515131,3,,
997,G000546,repsamgraves,Graves,rep,Republican,6.0,1,1,1,R,R,D,99692.0,238388.0,0.410246095599,3,,
998,G000560,reptomgraves,Graves,rep,Republican,14.0,1,1,1,R,R,NONE,0.0,216743.0,1.0,3,6.2691245,6.2691245
999,G000553,repalgreen,Green,rep,Democrat,9.0,1,1,1,D,D,R,36491.0,152032.0,0.61287482164,3,-14.6471,14.6471
1000,G000410,repgenegreen,Green,rep,Democrat,29.0,1,1,1,D,D,R,31646.0,95649.0,0.502792725559,3,-0.00219357,0.00219357
1001,G000568,repmgriffith,Griffith,rep,Republican,9.0,1,1,1,R,R,D,87877.0,212838.0,0.415546281363,3,,
1002,G000551,repraulgrijalva,Grijalva,rep,Democrat,3.0,1,1,0,D,D,write in,2062.0,148973.0,0.972695070679,3,-30.57614,30.57614
1003,G000558,repguthrie,Guthrie,rep,Republican,2.0,1,1,0,R,R,NONE,0.0,251825.0,1.0,3,,
1004,G000535,luisgutierrez,Gutiérrez,rep,Democrat,4.0,1,1,0,D,D,NONE,0.0,171297.0,1.0,3,,
1005,H001051,reprichardhanna,Hanna,rep,Republican,22.0,0,0,0,R,R,D,114266.0,129444.0,0.0622789380821,3,13.179188,13.179188
1006,H001045,greggharper,Harper,rep,Republican,3.0,1,1,1,R,R,D,96101.0,209490.0,0.371048231132,3,,
1007,H001052,repandyharrismd,Harris,rep,Republican,1.0,1,1,1,R,R,D,103622.0,242574.0,0.401368011184,3,1.9085,1.9085
1008,H001053,rephartzler,Hartzler,rep,Republican,4.0,1,1,1,R,R,D,92510.0,225348.0,0.417916176406,3,12.60979,12.60979
1009,H000324,rephastingsfl,Hastings,rep,Democrat,20.0,1,1,1,D,D,R,54646.0,222914.0,0.606240092232,3,,
1010,H001055,repjoeheck,Heck,rep,Republican,3.0,1,1,1,D,D,R,142926.0,146869.0,0.0136061698787,3,0.954248,0.954248
1011,H001036,rephensarling,Hensarling,rep,Republican,5.0,1,1,1,R,R,L,37406.0,155469.0,0.61212184057,3,0.968933333333,0.968933333333
1012,H001056,herrerabeutler,Herrera Beutler,rep,Republican,3.0,1,1,1,R,R,D,119820.0,193457.0,0.235053961829,3,,
1013,H001038,repbrianhiggins,Higgins,rep,Democrat,26.0,1,1,1,D,D,R,73377.0,215289.0,0.491613144603,3,-1.48359666667,1.48359666667
1014,H001047,jahimes,Himes,rep,Democrat,4.0,1,1,1,D,D,R,125724.0,187811.0,0.198022549317,3,-6.8367175,6.8367175
1015,H000636,usreprhinojosa,Hinojosa,rep,Democrat,15.0,1,1,1,D,D,R,66877.0,101712.0,0.206626766871,3,-5.79191,5.79191
1016,H001034,repmikehonda,Honda,rep,Democrat,17.0,1,0,1,D,D,D,90924.0,142268.0,0.2201790799,3,-23.6539772,23.6539772
1017,H000874,whiphoyer,Hoyer,rep,Democrat,5.0,1,1,1,D,D,R,105931.0,242989.0,0.392806373954,3,-60.31571,60.31571
1018,H001057,conghuelskamp,Huelskamp,rep,Republican,1.0,0,0,0,R,R,I,67739.0,169992.0,0.430120598492,3,9.78492,9.78492
1019,H001058,rephuizenga,Huizenga,rep,Republican,2.0,1,1,1,R,R,D,110391.0,212508.0,0.31625059229,3,6.8201615,6.8201615
1020,H001059,rephultgren,Hultgren,rep,Republican,14.0,1,1,1,R,R,D,137589.0,200508.0,0.1860974809,3,3.93454428571,3.93454428571
1021,H001048,rep_hunter,Hunter,rep,Republican,50.0,1,1,1,R,R,D,103646.0,179937.0,0.269025294182,3,,
1022,H001060,reproberthurt,Hurt,rep,Republican,5.0,0,0,0,R,R,D,148339.0,207758.0,0.166861838207,3,1.0158665,1.0158665
1023,I000057,repsteveisrael,Israel,rep,Democrat,3.0,1,1,1,D,D,R,152304.0,171775.0,0.0600810296255,3,-50.4255966667,50.4255966667
1024,I000056,darrellissa,Issa,rep,Republican,49.0,1,1,1,R,R,R,154267.0,155888.0,0.00522641904854,3,1.78065,1.78065
1025,J000032,jacksonleetx18,Jackson Lee,rep,Democrat,18.0,1,1,1,D,D,R,48306.0,150157.0,0.513198933806,3,-92.246725,92.246725
1026,J000290,replynnjenkins,Jenkins,rep,Republican,2.0,1,1,1,R,R,D,96840.0,181228.0,0.303479724384,3,8.015185,8.015185
1027,J000292,repbilljohnson,Johnson,rep,Republican,6.0,1,1,1,R,R,D,88780.0,213975.0,0.413519182177,3,4.13508,4.13508
1028,J000126,repebj,Johnson,rep,Democrat,30.0,1,1,1,D,D,R,41518.0,170502.0,0.608357702104,3,-63.9979225,63.9979225
1029,J000288,rephankjohnson,Johnson,rep,Democrat,4.0,1,1,1,D,D,R,70593.0,220146.0,0.514389194432,3,-60.0452283333,60.0452283333
1030,J000174,samspressshop,Johnson,rep,Republican,3.0,1,1,1,R,R,D,109420.0,193684.0,0.278003589527,3,1.275,1.275
1031,J000255,repwalterjones,Jones,rep,Republican,3.0,1,1,1,R,R,D,106170.0,217531.0,0.34402426931,3,3.12802,3.12802
1032,J000289,jim_jordan,Jordan,rep,Republican,4.0,1,1,1,R,R,D,98981.0,210227.0,0.359777237329,3,8.2794305,8.2794305
1033,K000009,repmarcykaptur,Kaptur,rep,Democrat,9.0,1,1,1,D,D,R,88427.0,193966.0,0.373730935257,3,-1.555755828,1.555755828
1034,K000375,usrepkeating,Keating,rep,Democrat,9.0,1,1,1,D,D,R,127803.0,211790.0,0.247316640802,3,-0.905202,0.905202
1035,K000376,mikekellypa,Kelly,rep,Republican,3.0,1,1,0,R,R,NONE,244893.0,271098.0,0.0507857695192,3,14.582,14.582
1036,K000188,repronkind,Kind,rep,Democrat,3.0,1,1,0,D,D,Write in,169.0,257401.0,0.998687735373,3,-1.04795,1.04795
1037,K000210,reppeteking,King,rep,Republican,2.0,1,1,1,R,R,D,110938.0,181506.0,0.241304318092,3,4.34754,4.34754
1038,K000362,stevekingia,King,rep,Republican,4.0,1,1,1,R,R,D,142993.0,226719.0,0.226462760203,3,,
1039,K000378,repkinzinger,Kinzinger,rep,Republican,16.0,1,1,0,R,R,write in,131.0,259722.0,0.998991737636,3,9.208555,9.208555
1040,K000363,repjohnkline,Kline,rep,Republican,2.0,0,0,0,R,R,D,167315.0,173970.0,0.0194998315191,3,-0.384204,0.384204
1041,L000573,raul_labrador,Labrador,rep,Republican,1.0,1,1,1,R,R,D,113052.0,242252.0,0.363632269831,3,,
1042,L000564,repdlamborn,Lamborn,rep,Republican,5.0,1,1,1,R,R,D,111676.0,225445.0,0.33747230223,3,6.1418,6.1418
1043,L000567,replancenj7,Lance,rep,Republican,7.0,1,1,1,R,R,D,148188.0,185850.0,0.112747651465,3,4.13986,4.13986
