,id.bioguide,handle,name,gender,chamber,party,district,inc_ran,inc_won,had_challenger,inc_party,winner_party,runnerup_party,runnerup_votes,winner_votes,week,avg_score
688,M001137,gregorymeeks,Gregory W. Meeks,M,rep,Democrat,NY-05,1.0,1.0,1,D,D,R,"30,312","199,815",1,-36.36743475
689,M000702,senatorbarb,Barbara A. Mikulski,F,rep,Democrat,MD,0.0,0.0,0,D,D,R,"972,557","1,659,907",1,
690,M001160,repgwenmoore,Gwen Moore,F,rep,Democrat,WI-04,1.0,1.0,1,D,D,I,"33,494","220,181",1,-15.4942825
691,M000934,jerrymoran,Jerry Moran,M,rep,Republican,KS,1.0,1.0,1,R,R,D,"379,740","732,376",1,1.04165
692,M001182,repmickmulvaney,Mick Mulvaney,M,rep,Republican,SC-05,1.0,1.0,1,R,R,D,"105,772","161,669",1,4.83552
693,M001153,lisamurkowski,Lisa Murkowski,F,sen,Republican,AK,1.0,1.0,1,R,R,D,36200,138149,1,2.20416
694,M001151,reptimmurphy,Tim Murphy,M,rep,Republican,PA-18,1.0,1.0,1,R,R,NONE,0,"293,684",1,5.071618
695,M001111,pattymurray,Patty Murray,F,sen,Democrat,WA,1.0,1.0,1,D,D,R,"1,329,338","1,913,979",1,-30.0196416667
696,N000002,repjerrynadler,Jerrold Nadler,M,rep,Democrat,NY-10,1.0,1.0,1,D,D,R,"53,857","192,371",1,-15.8630785
697,N000179,gracenapolitano,Grace F. Napolitano,F,rep,Democrat,CA-32,1.0,1.0,1,D,D,D,"71,720","114,926",1,-24.307293
698,N000015,reprichardneal,Richard E. Neal,M,rep,Democrat,MA-01,1.0,1.0,1,D,D,I,"57,504","235,803",1,
699,N000184,repkristinoem,Kristi L. Noem,F,rep,Republican,SD-AL,1.0,1.0,1,R,R,D,"132,810","237,163",1,3.14480125
700,N000181,rep_devinnunes,Devin Nunes,M,rep,Republican,CA-22,1.0,1.0,1,R,R,D,"76,211","158,755",1,
701,O000168,reppeteolson,Pete Olson,M,rep,Republican,TX-22,1.0,1.0,1,R,R,D,"123,679","181,864",1,4.542934
702,P000601,congpalazzo,Steven M. Palazzo,M,rep,Republican,MS-04,1.0,1.0,1,R,R,D,"77,505","181,323",1,2.77932
703,P000034,frankpallone,Frank Pallone Jr.,M,rep,Democrat,NJ-06,1.0,1.0,1,D,D,R,"91,908","167,895",1,-8.5885123585
704,P000096,billpascrell,Bill Pascrell Jr.,M,rep,Democrat,NJ-09,1.0,1.0,1,D,D,R,"65,376","162,642",1,-2.87143
705,P000594,reperikpaulsen,Erik Paulsen,M,rep,Republican,MN-03,1.0,1.0,1,R,R,D,"169,243","223,077",1,1.1161595
706,P000588,repstevepearce,Stevan Pearce,M,rep,Republican,NM-02,1.0,1.0,1,R,R,D,"85,232","143,514",1,3.97044166667
707,P000197,nancypelosi,Nancy Pelosi,F,rep,Democrat,CA-12,1.0,1.0,1,D,D,I,"64,810","274,035",1,-46.9754528333
708,P000593,repperlmutter,Ed Perlmutter,M,rep,Democrat,CO-07,1.0,1.0,1,D,D,R,"144,066","199,758",1,-5.230053
709,P000597,chelliepingree,Chellie Pingree,F,rep,Democrat,ME-01,1.0,1.0,1,D,D,R,"164,569","227,546",1,-0.478423959
710,P000592,judgetedpoe,Ted Poe,M,rep,Republican,TX-02,1.0,1.0,1,R,R,D,"100,231","168,692",1,3.56371333333
711,P000598,jaredpolis,Jared Polis,M,rep,Democrat,CO-02,1.0,1.0,1,D,D,R,"170,001","260,175",1,-2.16768
712,P000602,repmikepompeo,Mike Pompeo,M,rep,Republican,KS-04,1.0,1.0,1,R,R,D,"81,495","166,998",1,2.8284135
713,P000449,senrobportman,Rob Portman,M,rep,Republican,OH,1.0,1.0,1,R,R,D,"1,996,908","3,118,567",1,5.18928333333
714,P000599,congbillposey,Bill Posey,M,rep,Republican,FL-08,1.0,1.0,1,R,R,D,"127,127","246,483",1,0.967105
715,P000523,repdavideprice,David E. Price,M,rep,Democrat,NC-04,1.0,1.0,1,D,D,R,"130,161","279,380",1,-75.52395
716,P000591,reptomprice,Tom Price,M,rep,Republican,GA-06,1.0,1.0,1,R,R,D,"124,917","201,088",1,4.08967758
717,Q000023,repmikequigley,Mike Quigley,M,rep,Democrat,IL-05,1.0,1.0,1,D,D,R,"86,222","212,842",1,-41.7622485714
718,R000585,reptomreed,Tom Reed,M,rep,Republican,NY-23,1.0,1.0,1,R,R,D,"118,584","161,050",1,-0.0255774
719,R000578,davereichert,David G. Reichert,M,rep,Republican,WA-08,1.0,1.0,1,R,R,D,"127,720","193,145",1,1.74934
720,R000146,senatorreid,Harry Reid,M,rep,Democrat,NV,0.0,0.0,0,D,D,R,"495,079","521,994",1,-25.980025
721,R000586,repjimrenacci,James B. Renacci,M,rep,Republican,OH-16,1.0,1.0,1,R,R,D,"119,830","225,794",1,2.9692835
722,R000588,reprichmond,Cedric L. Richmond,M,rep,Democrat,LA-02,1.0,1.0,1,D,D,D,"57,125","198,289",1,-0.344025
723,R000591,repmartharoby,Martha Roby,F,rep,Republican,AL-02,1.0,1.0,1,R,R,D,"112,089","134,886",1,0.7345055
724,R000582,drphilroe,David P. Roe,M,rep,Republican,TN-01,1.0,1.0,1,R,R,D,"39,024","198,293",1,11.307915
725,R000395,rephalrogers,Harold Rogers,M,rep,Republican,KY-05,1.0,1.0,0,R,R,NONE,0,"221,242",1,
726,R000575,repmikerogersal,Mike Rogers,M,rep,Republican,AL-03,1.0,1.0,1,R,R,D,"94,549","192,164",1,3.78845666667
727,R000592,toddrokita,Todd Rokita,M,rep,Republican,IN-04,1.0,1.0,1,R,R,D,"91,256","193,412",1,3.874347
728,R000583,tomrooney,Thomas J. Rooney,M,rep,Republican,FL-17,1.0,1.0,1,R,R,D,"115,974","209,348",1,
729,R000435,roslehtinen,Ileana Ros-Lehtinen,F,rep,Republican,FL-27,1.0,1.0,1,R,R,D,"129,760","157,917",1,4.08279428571
730,R000580,peterroskam,Peter J. Roskam,M,rep,Republican,IL-06,1.0,1.0,1,R,R,D,"143,591","208,555",1,12.403735
731,R000593,repdennisross,Dennis A. Ross,M,rep,Republican,FL-15,1.0,1.0,1,R,R,D,"135,475","182,999",1,0.0565508
732,R000486,reproybalallard,Lucille Roybal-Allard,F,rep,Democrat,CA-40,1.0,1.0,1,D,D,I,"24,743","106,554",1,-0.808275333333
733,R000487,repedroyce,Edward R. Royce,M,rep,Republican,CA-39,1.0,1.0,1,R,R,D,"112,679","150,777",1,8.09355475
734,R000595,senrubiopress,Marco Rubio,M,sen,Republican,FL,1.0,1.0,1,R,R,D,"4,122,088","4,835,191",1,-11.4059475
735,R000576,call_me_dutch,C. A. Dutch Ruppersberger,M,rep,Democrat,MD-02,1.0,1.0,1,D,D,R,"102,577","192,183",1,-1.31258278
736,R000515,repbobbyrush,Bobby L. Rush,M,rep,Democrat,IL-01,1.0,1.0,1,D,D,R,"81,817","234,037",1,
737,R000570,speakerryan,Paul D. Ryan,M,rep,Republican,WI-01,1.0,1.0,1,R,R,D,"107,003","230,072",1,10.3663404286
738,R000577,reptimryan,Tim Ryan,M,rep,Democrat,OH-13,1.0,1.0,1,D,D,R,"99,377","208,610",1,-0.957143
739,S000030,lorettasanchez,Loretta Sanchez,F,rep,Democrat,CA-38,1.0,1.0,1,D,D,R,"68,524","163,590",1,-1.37524925
740,S001168,repsarbanes,John P. Sarbanes,M,rep,Democrat,MD-03,1.0,1.0,1,D,D,R,"115,048","214,640",1,-0.957143
741,S001176,stevescalise,Steve Scalise,M,rep,Republican,LA-01,1.0,1.0,1,R,R,D,"41,840","243,645",1,12.777685
742,S001145,janschakowsky,Janice D. Schakowsky,F,rep,Democrat,IL-09,1.0,1.0,1,D,D,R,"109,550","217,306",1,-55.079386
743,S001150,repadamschiff,Adam B. Schiff,M,rep,Democrat,CA-28,1.0,1.0,1,D,D,R,"59,526","210,883",1,-0.5405235
744,S001180,repschrader,Kurt Schrader,M,rep,Democrat,OR-05,1.0,1.0,1,D,D,R,"160,443","199,505",1,-1.33969017067
745,S000148,senschumer,Charles E. Schumer,M,rep,Democrat,NY,1.0,1.0,1,D,D,R,"2,009,353","5,221,949",1,-74.9022225
746,S001183,repdavid,David Schweikert,M,rep,Republican,AZ-06,1.0,1.0,1,R,R,D,"122,866","201,578",1,
747,S001189,austinscottga08,Austin Scott,M,rep,Republican,GA-08,1.0,1.0,1,R,R,D,"83,225","173,983",1,
748,S001157,repdavidscott,David Scott,M,rep,Democrat,GA-13,1.0,1.0,1,D,D,NONE,0,"252,833",1,
749,S000185,repbobbyscott,"Robert C. ""Bobby"" Scott",M,rep,Democrat,VA-03,1.0,1.0,1,D,D,R,"103,289","208,337",1,
750,S001184,senatortimscott,Tim Scott,M,rep,Republican,SC,1.0,1.0,1,R,R,D,"757,022","1,241,609",1,2.240078
751,S000244,jimpressoffice,F. James Sensenbrenner Jr.,M,rep,Republican,WI-05,1.0,1.0,1,R,R,D,"114,477","260,706",1,
752,S000248,repjoseserrano,José E. Serrano,M,rep,Democrat,NY-15,1.0,1.0,1,D,D,R,"6,129","165,688",1,-1.76492
753,S000250,petesessions,Pete Sessions,M,rep,Republican,TX-32,1.0,1.0,1,R,R,L,"43,490","162,868",1,2.58610333333
754,S001185,repterrisewell,Terri A. Sewell,F,rep,Democrat,AL-07,1.0,1.0,0,D,D,write in,"3,698","229,330",1,-28.4196506
755,S000320,senshelby,Richard C. Shelby,M,rep,Democrat,AL,1.0,1.0,1,R,R,D,"748,709","1,335,104",1,1.69191
756,S000344,bradsherman,Brad Sherman,M,rep,Democrat,CA-30,1.0,1.0,1,D,D,R,"77,325","205,279",1,
757,S000364,repshimkus,John Shimkus,M,rep,Republican,IL-15,1.0,1.0,0,R,R,NONE,0,"274,554",1,13.4322766667
758,S001154,repbillshuster,Bill Shuster,M,rep,Republican,PA-09,1.0,1.0,1,R,R,D,"107,985","186,580",1,0.65347075
759,S001148,congmikesimpson,Michael K. Simpson,M,rep,Republican,ID-02,1.0,1.0,1,R,R,D,"95,940","205,292",1,1.69479
760,S001165,repsires,Albio Sires,M,rep,Democrat,NJ-08,1.0,1.0,1,D,D,R,"32,337","134,733",1,
761,S000480,louiseslaughter,Louise McIntosh Slaughter,F,rep,Democrat,NY-25,1.0,1.0,1,D,D,R,"142,650","182,950",1,-21.4431
762,S000510,repadamsmith,Adam Smith,M,rep,Democrat,WA-09,1.0,1.0,1,D,D,R,"76,317","205,165",1,0.291243
763,S001172,repadriansmith,Adrian Smith,M,rep,Republican,NE-03,1.0,1.0,1,R,R,NONE,0,"226,720",1,11.087512
764,S000522,repchrissmith,Christopher H. Smith,M,rep,Republican,NJ-04,1.0,1.0,1,R,R,D,"111,532","211,992",1,1.688006694
765,S000583,lamarsmithtx21,Lamar Smith,M,rep,Republican,TX-21,1.0,1.0,1,R,R,D,"129,765","202,967",1,3.5787308
766,S001175,repspeier,Jackie Speier,F,rep,Democrat,CA-14,1.0,1.0,1,D,D,R,"54,817","231,630",1,-11.9578956667
767,S001187,repstevestivers,Steve Stivers,M,rep,Republican,OH-15,1.0,1.0,1,R,R,D,"113,960","222,847",1,-1.0496182
768,T000193,benniegthompson,Bennie G. Thompson,M,rep,Democrat,MS-02,1.0,1.0,1,D,D,R,"83,542","192,343",1,
769,T000460,repthompson,Mike Thompson,M,rep,Democrat,CA-05,1.0,1.0,1,D,D,R,"67,565","224,526",1,-20.6811633333
770,T000467,congressmangt,Glenn Thompson,M,rep,Republican,PA-05,1.0,1.0,1,R,R,D,"101,082","206,761",1,5.996984
771,T000238,mactxpress,Mac Thornberry,M,rep,Republican,TX-13,1.0,1.0,1,R,R,L,"14,725","199,050",1,1.37997
772,T000250,senjohnthune,John Thune,M,rep,Republican,SD,1.0,1.0,1,R,R,D,"104,140","265,516",1,5.8552
773,T000462,tiberipress,Patrick J. Tiberi,M,rep,Republican,OH-12,1.0,1.0,1,R,R,D,"112,638","251,266",1,
774,T000470,reptipton,Scott R. Tipton,M,rep,Republican,CO-03,1.0,1.0,1,R,R,D,"150,914","204,220",1,7.5315566
775,T000469,reppaultonko,Paul Tonko,M,rep,Democrat,NY-20,1.0,1.0,1,D,D,R,"100,738","213,021",1,-53.13188175
776,T000461,sentoomey,Patrick J. Toomey,M,rep,Republican,PA,1.0,1.0,1,R,R,D,"2,865,012","2,951,702",1,0.45084575
777,T000465,nikiinthehouse,Niki Tsongas,F,rep,Democrat,MA-03,1.0,1.0,1,D,D,R,"107,519","236,713",1,-24.9465433333
778,T000463,repmiketurner,Michael R. Turner,M,rep,Republican,OH-10,1.0,1.0,1,R,R,D,"109,981","215,724",1,0.821609333333
779,U000031,repfredupton,Fred Upton,M,rep,Republican,MI-06,1.0,1.0,1,R,R,D,"119,980","193,259",1,6.2853075
780,V000081,nydiavelazquez,Nydia M. Velázquez,F,rep,Democrat,NY-07,1.0,1.0,1,D,D,R,"17,478","172,146",1,-29.987208
781,V000108,repvisclosky,Peter J. Visclosky,M,rep,Democrat,IN-01,1.0,1.0,1,D,D,L,"47,051","207,515",1,
782,W000798,repwalberg,Tim Walberg,M,rep,Republican,MI-07,1.0,1.0,1,R,R,D,"134,010","184,321",1,-2.9660825
783,W000791,repgregwalden,Greg Walden,M,rep,Republican,OR-02,1.0,1.0,1,R,R,D,"106,640","272,952",1,-11.1850635
784,W000799,reptimwalz,Timothy J. Walz,M,rep,Democrat,MN-01,1.0,1.0,1,D,D,R,"166,526","169,074",1,0.9868
785,W000797,repdwstweets,Debbie Wasserman Schultz,F,rep,Democrat,FL-23,1.0,1.0,1,D,D,R,"130,818","183,225",1,-31.90546225
786,W000187,maxinewaters,Maxine Waters,F,rep,Democrat,CA-43,1.0,1.0,1,D,D,R,"52,499","167,017",1,
787,W000806,repwebster,Daniel Webster,M,rep,Republican,FL-11,1.0,1.0,1,R,R,D,"124,713","258,016",1,
788,W000800,peterwelch,Peter Welch,M,rep,Democrat,VT-AL,1.0,1.0,1,D,D,LU,"29,410","264,414",1,-2.528465
789,W000795,repjoewilson,Joe Wilson,M,rep,Republican,SC-02,1.0,1.0,1,R,R,D,"109,452","183,746",1,3.46545266667
790,W000808,repwilson,Frederica S. Wilson,F,rep,Democrat,FL-24,1.0,1.0,0,D,D,,,,1,-58.5145325
791,W000804,robwittman,Robert J. Wittman,M,rep,Republican,VA-01,1.0,1.0,1,R,R,D,"140,785","230,213",1,4.34095
792,W000809,rep_stevewomack,Steve Womack,M,rep,Republican,AR-03,1.0,1.0,1,R,R,L,"63,715","217,192",1,1.7680526
793,W000810,reprobwoodall,Rob Woodall,M,rep,Republican,GA-07,1.0,1.0,1,R,R,D,"114,220","174,081",1,3.0266445
794,W000779,ronwyden,Ron Wyden,M,rep,Democrat,OR,1.0,1.0,1,D,D,R,"651,106","1,105,119",1,-23.538565
795,Y000062,repjohnyarmuth,John A. Yarmuth,M,rep,Democrat,KY-03,1.0,1.0,1,D,D,R,"122,093","212,401",1,-60.2224454
796,Y000063,repkevinyoder,Kevin Yoder,M,rep,Republican,KS-03,1.0,1.0,1,R,R,D,"139,300","176,022",1,0.7463941132
797,Y000033,repdonyoung,Don Young,M,rep,Republican,AK-AL,1.0,1.0,1,R,R,D,"111,019","155,088",1,-3.50596
798,A000369,markamodeinv2,Mark E. Amodei,M,rep,Republican,NV-02,1.0,1.0,1,R,R,D,"115,722","182,676",1,0.852349
799,B001278,repbonamici,Suzanne Bonamici,F,rep,Democrat,OR-01,1.0,1.0,1,D,D,R,"139,756","225,391",1,-8.2845825
800,D000617,repdelbene,Suzan K. DelBene,F,rep,Democrat,WA-01,1.0,1.0,1,D,D,R,"155,779","193,619",1,-11.9833645
801,M001184,repthomasmassie,Thomas Massie,M,rep,Republican,KY-04,1.0,1.0,1,R,R,D,"94,065","233,922",1,0.884615
802,P000604,repdonaldpayne,Donald M. Payne Jr.,M,rep,Democrat,NJ-10,1.0,1.0,1,D,D,R,"26,450","190,856",1,-24.8573825
803,S001194,senbrianschatz,Brian Schatz,M,sen,Democrat,HI,1.0,1.0,1,D,D,R,"92,653","306,604",1,-40.88888
804,F000454,repbillfoster,Bill Foster,M,rep,Democrat,IL-11,1.0,1.0,1,D,D,R,"108,995","166,578",1,-0.6100558868
805,T000468,repdinatitus,Dina Titus,F,rep,Democrat,NV-01,1.0,1.0,1,D,D,R,"54,174","116,537",1,-10.2843916667
806,S001191,repsinema,Kyrsten Sinema,F,rep,Democrat,AZ-09,1.0,1.0,1,D,D,R,"108,350","169,055",1,-1.82291216667
807,L000578,replamalfa,Doug LaMalfa,M,rep,Republican,CA-01,1.0,1.0,1,R,R,D,"128,588","185,448",1,
808,H001068,rephuffman,Jared Huffman,M,rep,Democrat,CA-02,1.0,1.0,1,D,D,R,"76,572","254,194",1,-39.934045
809,B001287,repbera,Ami Bera,M,rep,Democrat,CA-07,1.0,1.0,1,D,D,R,"145,168","152,133",1,-1.599225
810,C001094,reppaulcook,Paul Cook,M,rep,Republican,CA-08,1.0,1.0,1,R,R,D,"83,035","136,972",1,
811,S001193,repswalwell,Eric Swalwell,M,rep,Democrat,CA-15,1.0,1.0,1,D,D,R,"70,619","198,578",1,-52.8407331667
812,V000129,repdavidvaladao,David G. Valadao,M,rep,Republican,CA-21,1.0,1.0,1,R,R,D,"57,282","75,126",1,2.12732
813,B001285,juliabrownley26,Julia Brownley,F,rep,Democrat,CA-26,1.0,1.0,1,D,D,R,"111,059","169,248",1,-37.2387496667
814,C001097,repcardenas,Tony Cárdenas,M,rep,Democrat,CA-29,1.0,1.0,1,D,D,D,"43,417","128,407",1,-9.85918285714
815,R000599,congressmanruiz,Raul Ruiz,M,rep,Democrat,CA-36,1.0,1.0,1,D,D,R,"88,269","144,348",1,-0.61981365
816,T000472,repmarktakano,Mark Takano,M,rep,Democrat,CA-41,1.0,1.0,1,D,D,R,"69,159","128,164",1,-1.37229
817,L000579,replowenthal,Alan S. Lowenthal,M,rep,Democrat,CA-47,1.0,1.0,1,D,D,R,"88,109","154,759",1,-7.46793333333
818,V000130,repjuanvargas,Juan Vargas,M,rep,Democrat,CA-51,1.0,1.0,1,D,D,R,"54,362","145,162",1,-30.4135202
819,P000608,repscottpeters,Scott H. Peters,M,rep,Democrat,CA-52,1.0,1.0,1,D,D,R,"139,403","181,253",1,-6.31422
820,E000293,repesty,Elizabeth H. Esty,F,rep,Democrat,CT-05,1.0,1.0,1,D,D,R,"129,801","179,252",1,-32.1788849836
821,Y000065,reptedyoho,Ted S. Yoho,M,rep,Republican,FL-03,1.0,1.0,1,R,R,D,"136,338","193,843",1,1.53883
822,D000621,repdesantis,Ron DeSantis,M,rep,Republican,FL-06,1.0,1.0,1,R,R,D,"151,051","213,519",1,
823,F000462,reploisfrankel,Lois Frankel,F,rep,Democrat,FL-21,1.0,1.0,1,D,D,R,"118,038","210,606",1,-65.9359578333
824,C001093,repdougcollins,Doug Collins,M,rep,Republican,GA-09,1.0,1.0,0,R,R,NONE,0,"256,535",1,
825,G000571,tulsipress,Tulsi Gabbard,F,rep,Democrat,HI-02,1.0,1.0,1,D,D,R,"39,668","170,848",1,-5.13099666667
826,D000619,rodneydavis,Rodney Davis,M,rep,Republican,IL-13,1.0,1.0,1,R,R,D,"126,811","187,583",1,0.7000332
827,B001286,repcheri,Cheri Bustos,F,rep,Democrat,IL-17,1.0,1.0,1,D,D,R,"113,943","173,125",1,0.94022925
828,W000813,repwalorski,Jackie Walorski,F,rep,Republican,IN-02,1.0,1.0,1,R,R,D,"102,401","164,355",1,7.504365
829,B001284,susanwbrooks,Susan W. Brooks,F,rep,Republican,IN-05,1.0,1.0,1,R,R,D,"123,849","221,957",1,-1.8599354
830,M001189,replukemesser,Luke Messer,M,rep,Republican,IN-06,1.0,1.0,1,R,R,D,"79,135","204,920",1,1.479195
831,B001282,repandybarr,Andy Barr,M,rep,Republican,KY-06,1.0,1.0,1,R,R,D,"128,728","202,099",1,17.9884
832,K000379,repjoekennedy,Joseph P. Kennedy III,M,rep,Democrat,MA-04,1.0,1.0,1,D,D,R,"113,055","265,823",1,-2.05351
833,D000620,repjohndelaney,John K. Delaney,M,rep,Democrat,MD-06,1.0,1.0,1,D,D,R,"133,081","185,770",1,-0.892394
834,K000380,repdankildee,Daniel T. Kildee,M,rep,Democrat,MI-05,1.0,1.0,1,D,D,R,"112,102","195,279",1,-42.9841075
835,N000127,usrepricknolan,Richard M. Nolan,M,rep,Democrat,MN-08,1.0,1.0,1,D,D,R,"177,089","179,098",1,-39.178265
836,W000812,repannwagner,Ann Wagner,F,rep,Republican,MO-02,1.0,1.0,1,R,R,D,"155,689","241,954",1,3.18494
837,H001067,reprichhudson,Richard Hudson,M,rep,Republican,NC-08,1.0,1.0,1,R,R,D,"133,182","189,863",1,9.52496716667
838,P000606,reppittenger,Robert Pittenger,M,rep,Republican,NC-09,1.0,1.0,1,R,R,D,"139,041","193,452",1,-9.20233333333
839,M001187,repmarkmeadows,Mark Meadows,M,rep,Republican,NC-11,1.0,1.0,1,R,R,D,"129,103","230,405",1,2.03407185714
840,H001065,repholding,George Holding,M,rep,Republican,NC-02,1.0,1.0,1,R,R,D,"169,082","221,485",1,
841,C001096,repkevincramer,Kevin Cramer,M,rep,Republican,ND-AL,1.0,1.0,1,R,R,D,"80,377","233,980",1,9.155335
842,K000382,repanniekuster,Ann M. Kuster,F,rep,Democrat,NH-02,1.0,1.0,1,D,D,,"158,825","174,371",1,-22.76115625
843,L000580,replujangrisham,Michelle Lujan Grisham,F,rep,Democrat,NM-01,1.0,1.0,1,D,D,R,"96,879","181,088",1,-30.365658
844,M001188,repgracemeng,Grace Meng,F,rep,Democrat,NY-06,1.0,1.0,1,D,D,R,"50,617","136,506",1,-39.335906
845,J000294,repjeffries,Hakeem S. Jeffries,M,rep,Democrat,NY-08,1.0,1.0,1,D,D,C,"15,401","214,595",1,-38.53103175
846,M001185,repseanmaloney,Sean Patrick Maloney,M,rep,Democrat,NY-18,1.0,1.0,1,D,D,R,"129,369","162,060",1,-2.00224502
847,C001092,repchriscollins,Chris Collins,M,rep,Republican,NY-27,1.0,1.0,1,R,R,D,"107,832","220,885",1,2.3603845
848,W000815,repbradwenstrup,Brad R. Wenstrup,M,rep,Republican,OH-02,1.0,1.0,1,R,R,D,"111,694","221,193",1,-0.317603033333
849,B001281,repbeatty,Joyce Beatty,F,rep,Democrat,OH-03,1.0,1.0,1,D,D,R,"91,560","199,791",1,-15.9599071429
850,J000295,repdavejoyce,David P. Joyce,M,rep,Republican,OH-14,1.0,1.0,1,R,R,D,"130,907","219,191",1,0.738331
851,B001283,repjbridenstine,Jim Bridenstine,M,rep,Republican,OK-01,1.0,1.0,1,R,R,,,,1,
852,M001190,repmullin,Markwayne Mullin,M,rep,Republican,OK-02,1.0,1.0,1,R,R,D,"62,387","189,839",1,4.0359325
853,P000605,repscottperry,Scott Perry,M,rep,Republican,PA-04,1.0,1.0,1,R,R,D,"113,372","220,628",1,-5.2530575
854,R000598,keithrothfus,Keith J. Rothfus,M,rep,Republican,PA-12,1.0,1.0,1,R,R,D,"137,353","221,851",1,9.639635
855,C001090,repcartwright,Matt Cartwright,M,rep,Democrat,PA-17,1.0,1.0,1,D,D,R,"135,430","157,734",1,
856,R000597,reptomrice,Tom Rice,M,rep,Republican,SC-07,1.0,1.0,1,R,R,D,"112,744","176,468",1,-0.4596735
857,W000814,txrandy14,Randy K. Weber Sr.,M,rep,Republican,TX-14,1.0,1.0,1,R,R,D,"99,054","160,631",1,2.77887
858,O000170,repbetoorourke,Beto O'Rourke,M,rep,Democrat,TX-16,1.0,1.0,1,D,D,L,"17,491","150,228",1,-1.3184895
859,C001091,joaquincastrotx,Joaquin Castro,M,rep,Democrat,TX-20,1.0,1.0,1,D,D,L,"29,055","149,640",1,-2.08127623333
860,W000816,reprwilliams,Roger Williams,M,rep,Republican,TX-25,1.0,1.0,1,R,R,D,"117,073","180,988",1,11.4925
861,V000131,repveasey,Marc A. Veasey,M,rep,Democrat,TX-33,1.0,1.0,1,D,D,R,"33,222","93,147",1,-39.828754
862,V000132,repfilemonvela,Filemon Vela,M,rep,Democrat,TX-34,1.0,1.0,1,D,D,R,"62,323","104,638",1,
863,S001192,repchrisstewart,Chris Stewart,M,rep,Republican,UT-02,1.0,1.0,1,R,R,D,"93,778","170,524",1,6.26916333333
864,K000381,repderekkilmer,Derek Kilmer,M,rep,Democrat,WA-06,1.0,1.0,1,D,D,R,"126,116","201,718",1,-9.10406833333
865,H001064,repdennyheck,Denny Heck,M,rep,Democrat,WA-10,1.0,1.0,1,D,D,R,"120,104","170,460",1,
866,P000607,repmarkpocan,Mark Pocan,M,rep,Democrat,WI-02,1.0,1.0,1,D,D,R,"124,044","273,537",1,-45.2187595
867,K000385,reprobinkelly,Robin L. Kelly,F,rep,Democrat,IL-02,1.0,1.0,1,D,D,R,"59,471","235,051",1,-14.2585875
868,S000051,repsanfordsc,Mark Sanford,M,rep,Republican,SC-01,1.0,1.0,1,R,R,D,"119,799","190,410",1,1.7001945
869,S001195,repjasonsmith,Jason Smith,M,rep,Republican,MO-08,1.0,1.0,1,R,R,D,"70,009","229,792",1,1.403405
870,C001101,repkclark,Katherine M. Clark,F,rep,Democrat,MA-05,1.0,1.0,1,D,D,Write in,"4,201","285,606",1,-34.6756257143
871,B001289,repbyrne,Bradley Byrne,M,rep,Republican,AL-01,1.0,1.0,0,R,R,write in,"7,810","208,083",1,3.688259
872,B001290,repdavebrat,Dave Brat,M,rep,Republican,VA-07,1.0,1.0,1,R,R,D,"160,159","218,057",1,-1.162219
873,N000188,donaldnorcross,Donald Norcross,M,rep,Democrat,NJ-01,1.0,1.0,1,D,D,R,"112,388","183,231",1,-61.7499057143
874,A000370,repadams,Alma S. Adams,F,rep,Democrat,NC-12,1.0,1.0,1,D,D,R,"115,185","234,115",1,-57.8260561667
875,P000609,usrepgarypalmer,Gary J. Palmer,M,rep,Republican,AL-06,1.0,1.0,1,R,R,D,"83,709","245,313",1,-0.602145
876,H001072,repfrenchhill,J. French Hill,M,rep,Republican,AR-02,1.0,1.0,1,R,R,D,"111,347","176,472",1,
877,W000821,repwesterman,Bruce Westerman,M,rep,Republican,AR-04,1.0,1.0,1,R,R,L,"61,274","182,885",1,9.13553666667
878,M001197,repmcsally,Martha McSally,F,rep,Republican,AZ-02,1.0,1.0,1,R,R,D,"135,873","179,806",1,2.168786292
879,G000574,reprubengallego,Ruben Gallego,M,rep,Democrat,AZ-07,1.0,1.0,1,D,D,R,"39,286","119,465",1,-67.91121
880,D000623,repdesaulnier,Mark DeSaulnier,M,rep,Democrat,CA-11,1.0,1.0,1,D,D,R,"83,341","214,868",1,-3.126625
881,K000387,steveknight25,Stephen Knight,M,rep,Republican,CA-25,1.0,1.0,1,R,R,D,"122,406","138,755",1,-0.0334621
882,A000371,reppeteaguilar,Pete Aguilar,M,rep,Democrat,CA-31,1.0,1.0,1,D,D,R,"94,866","121,070",1,-16.8375428333
883,L000582,reptedlieu,Ted Lieu,M,rep,Democrat,CA-33,1.0,1.0,1,D,D,R,"110,822","219,397",1,-2.66884333333
884,T000474,normajtorres,Norma J. Torres,F,rep,Democrat,CA-35,1.0,1.0,1,D,D,R,"47,309","124,044",1,-0.785114225
885,W000820,repmimiwalters,Mimi Walters,F,rep,Republican,CA-45,1.0,1.0,1,R,R,D,"129,231","182,618",1,9.4017
886,B001297,repkenbuck,Ken Buck,M,rep,Republican,CO-04,1.0,1.0,1,R,R,D,"123,642","248,230",1,1.103371
887,C001107,repcurbelo,Carlos Curbelo,M,rep,Republican,FL-26,1.0,1.0,1,R,R,D,"115,493","148,547",1,-2.81464333333
888,C001103,repbuddycarter,"Earl L. ""Buddy"" Carter",M,rep,Republican,GA-01,1.0,1.0,1,R,R,NONE,0,"210,243",1,1.37997
