All,Name,Party,State,bioguide
"Coyne, William J. (Democratic - Pennsylvania)","Coyne, William J. ",Democratic , Pennsylvania),C000846
"Critz, Mark S. (Democratic - Pennsylvania)","Critz, Mark S. ",Democratic , Pennsylvania),C001081
"Dahlkemper, Kathleen A. (Democratic - Pennsylvania)","Dahlkemper, Kathleen A. ",Democratic , Pennsylvania),D000608
"Dent, Charles W. (Republican - Pennsylvania)","Dent, Charles W. ",Republican , Pennsylvania),D000604
"Dent, John H. (Democratic - Pennsylvania)","Dent, John H. ",Democratic , Pennsylvania),D000255
"Dougherty, Charles F. (Republican - Pennsylvania)","Dougherty, Charles F. ",Republican , Pennsylvania),D000446
"Doyle, Michael F. (Democratic - Pennsylvania)","Doyle, Michael F. ",Democratic , Pennsylvania),D000482
"Edgar, Robert W. (Democratic - Pennsylvania)","Edgar, Robert W. ",Democratic , Pennsylvania),E000043
"Eilberg, Joshua (Democratic - Pennsylvania)","Eilberg, Joshua ",Democratic , Pennsylvania),E000096
"English, Phil (Republican - Pennsylvania)","English, Phil ",Republican , Pennsylvania),E000187
"Ertel, Allen E. (Democratic - Pennsylvania)","Ertel, Allen E. ",Democratic , Pennsylvania),E000208
"Eshleman, Edwin D. (Republican - Pennsylvania)","Eshleman, Edwin D. ",Republican , Pennsylvania),E000214
"Evans, Dwight (Democratic - Pennsylvania)","Evans, Dwight ",Democratic , Pennsylvania),E000296
"Fattah, Chaka (Democratic - Pennsylvania)","Fattah, Chaka ",Democratic , Pennsylvania),F000043
"Fitzpatrick, Brian K. (Republican - Pennsylvania)","Fitzpatrick, Brian K. ",Republican , Pennsylvania),F000466
"Fitzpatrick, Michael G. (Republican - Pennsylvania)","Fitzpatrick, Michael G. ",Republican , Pennsylvania),F000451
"Flood, Daniel J. (Democratic - Pennsylvania)","Flood, Daniel J. ",Democratic , Pennsylvania),F000209
"Foglietta, Thomas M. (Democratic - Pennsylvania)","Foglietta, Thomas M. ",Democratic , Pennsylvania),F000235
"Fox, Jon D. (Republican - Pennsylvania)","Fox, Jon D. ",Republican , Pennsylvania),F000332
"Gaydos, Joseph M. (Democratic - Pennsylvania)","Gaydos, Joseph M. ",Democratic , Pennsylvania),G000105
"Gekas, George W. (Republican - Pennsylvania)","Gekas, George W. ",Republican , Pennsylvania),G000121
"Gerlach, Jim (Republican - Pennsylvania)","Gerlach, Jim ",Republican , Pennsylvania),G000549
"Goodling, William F. (Republican - Pennsylvania)","Goodling, William F. ",Republican , Pennsylvania),G000291
"Gray, William H., III (Democratic - Pennsylvania)","Gray, William H., III ",Democratic , Pennsylvania),G000402
"Green, William J. (Democratic - Pennsylvania)","Green, William J. ",Democratic , Pennsylvania),G000420
"Greenwood, James C. (Republican - Pennsylvania)","Greenwood, James C. ",Republican , Pennsylvania),G000439
"Harrison, Frank (Democratic - Pennsylvania)","Harrison, Frank ",Democratic , Pennsylvania),H000269
"Hart, Melissa A. (Republican - Pennsylvania)","Hart, Melissa A. ",Republican , Pennsylvania),H001033
"Heinz, John (Republican - Pennsylvania)","Heinz, John ",Republican , Pennsylvania),H000456
"Hoeffel, Joseph M. (Democratic - Pennsylvania)","Hoeffel, Joseph M. ",Democratic , Pennsylvania),H001031
"Holden, Tim (Democratic - Pennsylvania)","Holden, Tim ",Democratic , Pennsylvania),H000712
"Johnson, Albert W. (Republican - Pennsylvania)","Johnson, Albert W. ",Republican , Pennsylvania),J000115
"Kanjorski, Paul E. (Democratic - Pennsylvania)","Kanjorski, Paul E. ",Democratic , Pennsylvania),K000008
"Kelly, Mike (Republican - Pennsylvania)","Kelly, Mike ",Republican , Pennsylvania),K000376
"Klink, Ron (Democratic - Pennsylvania)","Klink, Ron ",Democratic , Pennsylvania),K000270
"Kolter, Joseph P. (Democratic - Pennsylvania)","Kolter, Joseph P. ",Democratic , Pennsylvania),K000307
"Kostmayer, Peter H. (Democratic - Pennsylvania)","Kostmayer, Peter H. ",Democratic , Pennsylvania),K000319
"Lederer, Raymond F. (Democratic - Pennsylvania)","Lederer, Raymond F. ",Democratic , Pennsylvania),L000187
"Margolies-Mezvinsky, Marjorie (Democratic - Pennsylvania)","Margolies-Mezvinsky, Marjorie ",Democratic , Pennsylvania),M000129
"Marino, Tom (Republican - Pennsylvania)","Marino, Tom ",Republican , Pennsylvania),M001179
"Marks, Marc L. (Republican - Pennsylvania)","Marks, Marc L. ",Republican , Pennsylvania),M000136
"Mascara, Frank (Democratic - Pennsylvania)","Mascara, Frank ",Democratic , Pennsylvania),M000212
"McDade, Joseph M. (Republican - Pennsylvania)","McDade, Joseph M. ",Republican , Pennsylvania),M000399
"McHale, Paul (Democratic - Pennsylvania)","McHale, Paul ",Democratic , Pennsylvania),M000466
"Meehan, Patrick (Republican - Pennsylvania)","Meehan, Patrick ",Republican , Pennsylvania),M001181
"Moorhead, William S. (Democratic - Pennsylvania)","Moorhead, William S. ",Democratic , Pennsylvania),M000930
"Morgan, Thomas E. (Democratic - Pennsylvania)","Morgan, Thomas E. ",Democratic , Pennsylvania),M000958
"Murphy, Austin J. (Democratic - Pennsylvania)","Murphy, Austin J. ",Democratic , Pennsylvania),M001088
"Murphy, Patrick J. (Democratic - Pennsylvania)","Murphy, Patrick J. ",Democratic , Pennsylvania),M001168
"Murphy, Tim (Republican - Pennsylvania)","Murphy, Tim ",Republican , Pennsylvania),M001151
"Murtha, John P. (Democratic - Pennsylvania)","Murtha, John P. ",Democratic , Pennsylvania),M001120
"Musto, Raphael (Democratic - Pennsylvania)","Musto, Raphael ",Democratic , Pennsylvania),M001123
"Myers, Gary A. (Republican - Pennsylvania)","Myers, Gary A. ",Republican , Pennsylvania),M001128
"Myers, Michael O. (Democratic - Pennsylvania)","Myers, Michael O. ",Democratic , Pennsylvania),M001132
"Nelligan, James L. (Republican - Pennsylvania)","Nelligan, James L. ",Republican , Pennsylvania),N000027
"Nix, Robert N. C. (Democratic - Pennsylvania)","Nix, Robert N. C. ",Democratic , Pennsylvania),N000113
"Perry, Scott (Republican - Pennsylvania)","Perry, Scott ",Republican , Pennsylvania),P000605
"Peterson, John E. (Republican - Pennsylvania)","Peterson, John E. ",Republican , Pennsylvania),P000263
"Pitts, Joseph R. (Republican - Pennsylvania)","Pitts, Joseph R. ",Republican , Pennsylvania),P000373
"Platts, Todd Russell (Republican - Pennsylvania)","Platts, Todd Russell ",Republican , Pennsylvania),P000585
"Ridge, Thomas J. (Republican - Pennsylvania)","Ridge, Thomas J. ",Republican , Pennsylvania),R000243
"Ritter, Don (Republican - Pennsylvania)","Ritter, Don ",Republican , Pennsylvania),R000277
"Rooney, Fred B. (Democratic - Pennsylvania)","Rooney, Fred B. ",Democratic , Pennsylvania),R000423
"Rothfus, Keith J. (Republican - Pennsylvania)","Rothfus, Keith J. ",Republican , Pennsylvania),R000598
"Santorum, Rick (Republican - Pennsylvania)","Santorum, Rick ",Republican , Pennsylvania),S000059
"Saylor, John P. (Republican - Pennsylvania)","Saylor, John P. ",Republican , Pennsylvania),S000102
"Schneebeli, Herman T. (Republican - Pennsylvania)","Schneebeli, Herman T. ",Republican , Pennsylvania),S000135
"Schulze, Richard T. (Republican - Pennsylvania)","Schulze, Richard T. ",Republican , Pennsylvania),S000146
"Schwartz, Allyson Y. (Democratic - Pennsylvania)","Schwartz, Allyson Y. ",Democratic , Pennsylvania),S001162
"Schweiker, Richard S. (Republican - Pennsylvania)","Schweiker, Richard S. ",Republican , Pennsylvania),S000159
"Scott, Hugh (Republican - Pennsylvania)","Scott, Hugh ",Republican , Pennsylvania),S000174
"Sestak, Joe (Democratic - Pennsylvania)","Sestak, Joe ",Democratic , Pennsylvania),S001169
"Sherwood, Don (Republican - Pennsylvania)","Sherwood, Don ",Republican , Pennsylvania),S001146
"Shuster, Bill (Republican - Pennsylvania)","Shuster, Bill ",Republican , Pennsylvania),S001154
"Shuster, Bud (Republican - Pennsylvania)","Shuster, Bud ",Republican , Pennsylvania),S000394
"Smith, Joseph F. (Democratic - Pennsylvania)","Smith, Joseph F. ",Democratic , Pennsylvania),S000579
"Smucker, Lloyd (Republican - Pennsylvania)","Smucker, Lloyd ",Republican , Pennsylvania),S001199
"Specter, Arlen (Democratic - Pennsylvania)","Specter, Arlen ",Democratic , Pennsylvania),S000709
"Thompson, Glenn (Republican - Pennsylvania)","Thompson, Glenn ",Republican , Pennsylvania),T000467
"Toomey, Pat (Republican - Pennsylvania)","Toomey, Pat ",Republican , Pennsylvania),T000461
"Vigorito, Joseph P. (Democratic - Pennsylvania)","Vigorito, Joseph P. ",Democratic , Pennsylvania),V000098
"Walgren, Doug (Democratic - Pennsylvania)","Walgren, Doug ",Democratic , Pennsylvania),W000044
"Walker, Robert S. (Republican - Pennsylvania)","Walker, Robert S. ",Republican , Pennsylvania),W000068
"Ware, John H. (Republican - Pennsylvania)","Ware, John H. ",Republican , Pennsylvania),W000147
"Weldon, Curt (Republican - Pennsylvania)","Weldon, Curt ",Republican , Pennsylvania),W000268
"Williams, Lawrence G. (Republican - Pennsylvania)","Williams, Lawrence G. ",Republican , Pennsylvania),W000525
"Wofford, Harris (Democratic - Pennsylvania)","Wofford, Harris ",Democratic , Pennsylvania),W000665
"Yatron, Gus (Democratic - Pennsylvania)","Yatron, Gus ",Democratic , Pennsylvania),Y000014
"Acevedo-Vila, Anibal (Democratic - Puerto Rico)","Acevedo-Vila, Anibal ",Democratic , Puerto Rico),A000359
"Benitez, Jamie (Democratic - Puerto Rico)","Benitez, Jamie ",Democratic , Puerto Rico),B000362
"Colordao, Antonio (Democratic - Puerto Rico)","Colordao, Antonio ",Democratic , Puerto Rico),C000646
"Corrada, Baltasar (Independent - Puerto Rico)","Corrada, Baltasar ",Independent , Puerto Rico),C000788
"Fortuno, Luis G. (Republican - Puerto Rico)","Fortuno, Luis G. ",Republican , Puerto Rico),F000452
"Fuster, Jamie B. (Democratic - Puerto Rico)","Fuster, Jamie B. ",Democratic , Puerto Rico),F000435
"Gonzalez-Colon, Jenniffer (Republican - Puerto Rico)","Gonzalez-Colon, Jenniffer ",Republican , Puerto Rico),G000582
"Pierluisi, Pedro R. (Democratic - Puerto Rico)","Pierluisi, Pedro R. ",Democratic , Puerto Rico),P000596
"Romero-Barcelo, Carlos A. (Democratic - Puerto Rico)","Romero-Barcelo, Carlos A. ",Democratic , Puerto Rico),R000417
"Beard, Edward (Democratic - Rhode Island)","Beard, Edward ",Democratic , Rhode Island),B000279
"Chafee, John H. (Republican - Rhode Island)","Chafee, John H. ",Republican , Rhode Island),C000269
"Chafee, Lincoln (Republican - Rhode Island)","Chafee, Lincoln ",Republican , Rhode Island),C001040
"Cicilline, David N. (Democratic - Rhode Island)","Cicilline, David N. ",Democratic , Rhode Island),C001084
"Kennedy, Patrick J. (Democratic - Rhode Island)","Kennedy, Patrick J. ",Democratic , Rhode Island),K000113
"Langevin, James R. (Democratic - Rhode Island)","Langevin, James R. ",Democratic , Rhode Island),L000559
"Machtley, Ronald K. (Republican - Rhode Island)","Machtley, Ronald K. ",Republican , Rhode Island),M000015
"Pastore, John O. (Democratic - Rhode Island)","Pastore, John O. ",Democratic , Rhode Island),P000100
"Pell, Claiborne (Democratic - Rhode Island)","Pell, Claiborne ",Democratic , Rhode Island),P000193
"Reed, Jack (Democratic - Rhode Island)","Reed, Jack ",Democratic , Rhode Island),R000122
"Schneider, Claudine (Republican - Rhode Island)","Schneider, Claudine ",Republican , Rhode Island),S000136
"St Germain, Fernand J. (Democratic - Rhode Island)","St Germain, Fernand J. ",Democratic , Rhode Island),S000762
"Tiernan, Robert O. (Democratic - Rhode Island)","Tiernan, Robert O. ",Democratic , Rhode Island),T000265
"Weygand, Robert A. (Democratic - Rhode Island)","Weygand, Robert A. ",Democratic , Rhode Island),W000315
"Whitehouse, Sheldon (Democratic - Rhode Island)","Whitehouse, Sheldon ",Democratic , Rhode Island),W000802
"Barrett, J. Gresham (Republican - South Carolina)","Barrett, J. Gresham ",Republican , South Carolina),B001239
"Brown, Henry E., Jr. (Republican - South Carolina)","Brown, Henry E., Jr. ",Republican , South Carolina),B001235
"Campbell, Carroll A., Jr. (Republican - South Carolina)","Campbell, Carroll A., Jr. ",Republican , South Carolina),C000079
"Clyburn, James E. (Democratic - South Carolina)","Clyburn, James E. ",Democratic , South Carolina),C000537
"Davis, Mendel J. (Democratic - South Carolina)","Davis, Mendel J. ",Democratic , South Carolina),D000125
"DeMint, Jim (Republican - South Carolina)","DeMint, Jim ",Republican , South Carolina),D000595
"Derrick, Butler C. (Democratic - South Carolina)","Derrick, Butler C. ",Democratic , South Carolina),D000267
"Dorn, William Jennings Bryan (Democratic - South Carolina)","Dorn, William Jennings Bryan ",Democratic , South Carolina),D000434
"Duncan, Jeff (Republican - South Carolina)","Duncan, Jeff ",Republican , South Carolina),D000615
"Gettys, Tom S. (Democratic - South Carolina)","Gettys, Tom S. ",Democratic , South Carolina),G000144
"Gowdy, Trey (Republican - South Carolina)","Gowdy, Trey ",Republican , South Carolina),G000566
"Graham, Lindsey (Republican - South Carolina)","Graham, Lindsey ",Republican , South Carolina),G000359
"Hartnett, Thomas F. (Republican - South Carolina)","Hartnett, Thomas F. ",Republican , South Carolina),H000302
"Holland, Kenneth L. (Democratic - South Carolina)","Holland, Kenneth L. ",Democratic , South Carolina),H000719
"Hollings, Ernest F. (Democratic - South Carolina)","Hollings, Ernest F. ",Democratic , South Carolina),H000725
"Inglis, Bob (Republican - South Carolina)","Inglis, Bob ",Republican , South Carolina),I000023
"Jenrette, John W., Jr. (Democratic - South Carolina)","Jenrette, John W., Jr. ",Democratic , South Carolina),J000099
"Mann, James R. (Democratic - South Carolina)","Mann, James R. ",Democratic , South Carolina),M000105
"Mulvaney, Mick (Republican - South Carolina)","Mulvaney, Mick ",Republican , South Carolina),M001182
"Napier, John L. (Republican - South Carolina)","Napier, John L. ",Republican , South Carolina),N000005
"Patterson, Elizabeth (Democratic - South Carolina)","Patterson, Elizabeth ",Democratic , South Carolina),P000112
"Ravenel, Arthur, Jr. (Republican - South Carolina)","Ravenel, Arthur, Jr. ",Republican , South Carolina),R000072
"Rice, Tom (Republican - South Carolina)","Rice, Tom ",Republican , South Carolina),R000597
"Sanford, Mark (Republican - South Carolina)","Sanford, Mark ",Republican , South Carolina),S000051
"Scott, Tim (Republican - South Carolina)","Scott, Tim ",Republican , South Carolina),S001184
"Spence, Floyd (Republican - South Carolina)","Spence, Floyd ",Republican , South Carolina),S000718
"Spratt, John M., Jr. (Democratic - South Carolina)","Spratt, John M., Jr. ",Democratic , South Carolina),S000749
"Thurmond, Strom (Republican - South Carolina)","Thurmond, Strom ",Republican , South Carolina),T000254
"Wilson, Joe (Republican - South Carolina)","Wilson, Joe ",Republican , South Carolina),W000795
"Young, Edward (Republican - South Carolina)","Young, Edward ",Republican , South Carolina),Y000035
"Abdnor, James (Republican - South Dakota)","Abdnor, James ",Republican , South Dakota),A000009
"Abourezk, James (Democratic - South Dakota)","Abourezk, James ",Democratic , South Dakota),A000017
"Daschle, Thomas A. (Democratic - South Dakota)","Daschle, Thomas A. ",Democratic , South Dakota),D000064
"Denholm, Frank E. (Democratic - South Dakota)","Denholm, Frank E. ",Democratic , South Dakota),D000234
"Herseth Sandlin, Stephanie (Democratic - South Dakota)","Herseth Sandlin, Stephanie ",Democratic , South Dakota),H001037
"Janklow, William J. (Republican - South Dakota)","Janklow, William J. ",Republican , South Dakota),J000286
"Johnson, Tim (Democratic - South Dakota)","Johnson, Tim ",Democratic , South Dakota),J000177
"McGovern, George (Democratic - South Dakota)","McGovern, George ",Democratic , South Dakota),M000452
"Noem, Kristi L. (Republican - South Dakota)","Noem, Kristi L. ",Republican , South Dakota),N000184
"Pressler, Larry (Republican - South Dakota)","Pressler, Larry ",Republican , South Dakota),P000513
"Roberts, Clint (Republican - South Dakota)","Roberts, Clint ",Republican , South Dakota),R000308
"Rounds, Mike (Republican - South Dakota)","Rounds, Mike ",Republican , South Dakota),R000605
"Thune, John (Republican - South Dakota)","Thune, John ",Republican , South Dakota),T000250
"Alexander, Lamar (Republican - Tennessee)","Alexander, Lamar ",Republican , Tennessee),A000360
"Allen, Clifford R. (Democratic - Tennessee)","Allen, Clifford R. ",Democratic , Tennessee),A000118
"Baker, Howard H., Jr. (Republican - Tennessee)","Baker, Howard H., Jr. ",Republican , Tennessee),B000063
"Baker, LaMar (Republican - Tennessee)","Baker, LaMar ",Republican , Tennessee),B000069
"Beard, Robin (Republican - Tennessee)","Beard, Robin ",Republican , Tennessee),B000280
"Black, Diane (Republican - Tennessee)","Black, Diane ",Republican , Tennessee),B001273
"Blackburn, Marsha (Republican - Tennessee)","Blackburn, Marsha ",Republican , Tennessee),B001243
"Boner, William H. (Democratic - Tennessee)","Boner, William H. ",Democratic , Tennessee),B000615
"Brock, Bill (Republican - Tennessee)","Brock, Bill ",Republican , Tennessee),B000851
"Bryant, Ed (Republican - Tennessee)","Bryant, Ed ",Republican , Tennessee),B000996
"Clement, Bob (Democratic - Tennessee)","Clement, Bob ",Democratic , Tennessee),C000503
"Cohen, Steve (Democratic - Tennessee)","Cohen, Steve ",Democratic , Tennessee),C001068
"Cooper, Jim (Democratic - Tennessee)","Cooper, Jim ",Democratic , Tennessee),C000754
"Corker, Bob (Republican - Tennessee)","Corker, Bob ",Republican , Tennessee),C001071
"Davis, David (Republican - Tennessee)","Davis, David ",Republican , Tennessee),D000606
"Davis, Lincoln (Democratic - Tennessee)","Davis, Lincoln ",Democratic , Tennessee),D000599
"DesJarlais, Scott (Republican - Tennessee)","DesJarlais, Scott ",Republican , Tennessee),D000616
"Duncan, John J. (Republican - Tennessee)","Duncan, John J. ",Republican , Tennessee),D000534
"Duncan, John J., Jr. (Republican - Tennessee)","Duncan, John J., Jr. ",Republican , Tennessee),D000533
"Evins, Joe L. (Democratic - Tennessee)","Evins, Joe L. ",Democratic , Tennessee),E000273
"Fincher, Stephen Lee (Republican - Tennessee)","Fincher, Stephen Lee ",Republican , Tennessee),F000458
"Fleischmann, Charles J. ""Chuck"" (Republican - Tennessee)","Fleischmann, Charles J. ""Chuck"" ",Republican , Tennessee),F000459
"Ford, Harold E. (Democratic - Tennessee)","Ford, Harold E. ",Democratic , Tennessee),F000261
"Ford, Harold E., Jr. (Democratic - Tennessee)","Ford, Harold E., Jr. ",Democratic , Tennessee),F000262
"Frist, William H. (Republican - Tennessee)","Frist, William H. ",Republican , Tennessee),F000439
"Fulton, Richard (Democratic - Tennessee)","Fulton, Richard ",Democratic , Tennessee),F000424
"Gordon, Bart (Democratic - Tennessee)","Gordon, Bart ",Democratic , Tennessee),G000309
"Gore, Albert, Jr. (Democratic - Tennessee)","Gore, Albert, Jr. ",Democratic , Tennessee),G000321
"Hilleary, Van (Republican - Tennessee)","Hilleary, Van ",Republican , Tennessee),H000615
"Jenkins, William L. (Republican - Tennessee)","Jenkins, William L. ",Republican , Tennessee),J000082
"Jones, Ed (Democratic - Tennessee)","Jones, Ed ",Democratic , Tennessee),J000216
"Kustoff, David (Republican - Tennessee)","Kustoff, David ",Republican , Tennessee),K000392
"Kuykendall, Dan H. (Republican - Tennessee)","Kuykendall, Dan H. ",Republican , Tennessee),K000348
"Lloyd, Marilyn (Democratic - Tennessee)","Lloyd, Marilyn ",Democratic , Tennessee),L000381
"Mathews, Harlan (Democratic - Tennessee)","Mathews, Harlan ",Democratic , Tennessee),M000236
"Roe, David P. (Republican - Tennessee)","Roe, David P. ",Republican , Tennessee),R000582
"Sasser, Jim (Democratic - Tennessee)","Sasser, Jim ",Democratic , Tennessee),S000068
"Sundquist, Don (Republican - Tennessee)","Sundquist, Don ",Republican , Tennessee),S001075
"Tanner, John S. (Democratic - Tennessee)","Tanner, John S. ",Democratic , Tennessee),T000038
"Thompson, Fred (Republican - Tennessee)","Thompson, Fred ",Republican , Tennessee),T000457
"Wamp, Zach (Republican - Tennessee)","Wamp, Zach ",Republican , Tennessee),W000119
"Andrews, Michael (Democratic - Texas)","Andrews, Michael ",Democratic , Texas),A000209
"Archer, Bill (Republican - Texas)","Archer, Bill ",Republican , Texas),A000215
"Armey, Richard K. (Republican - Texas)","Armey, Richard K. ",Republican , Texas),A000217
"Arrington, Jodey C. (Republican - Texas)","Arrington, Jodey C. ",Republican , Texas),A000375
"Babin, Brian (Republican - Texas)","Babin, Brian ",Republican , Texas),B001291
"Bartlett, Steve (Republican - Texas)","Bartlett, Steve ",Republican , Texas),B000204
"Barton, Joe (Republican - Texas)","Barton, Joe ",Republican , Texas),B000213
"Bell, Chris (Democratic - Texas)","Bell, Chris ",Democratic , Texas),B001241
"Bentsen, Ken (Democratic - Texas)","Bentsen, Ken ",Democratic , Texas),B000400
"Bentsen, Lloyd M. (Democratic - Texas)","Bentsen, Lloyd M. ",Democratic , Texas),B000401
"Bonilla, Henry (Republican - Texas)","Bonilla, Henry ",Republican , Texas),B000617
"Boulter, Beau (Republican - Texas)","Boulter, Beau ",Republican , Texas),B000666
"Brady, Kevin (Republican - Texas)","Brady, Kevin ",Republican , Texas),B000755
"Brooks, Jack B. (Democratic - Texas)","Brooks, Jack B. ",Democratic , Texas),B000880
"Bryant, John W. (Democratic - Texas)","Bryant, John W. ",Democratic , Texas),B000997
"Burgess, Michael C. (Republican - Texas)","Burgess, Michael C. ",Republican , Texas),B001248
"Burleson, Omar (Democratic - Texas)","Burleson, Omar ",Democratic , Texas),B001111
"Bustamante, Albert G. (Democratic - Texas)","Bustamante, Albert G. ",Democratic , Texas),B001172
"Canseco, Francisco ""Quico"" (Republican - Texas)","Canseco, Francisco ""Quico"" ",Republican , Texas),C001082
"Carter, John R. (Republican - Texas)","Carter, John R. ",Republican , Texas),C001051
"Casey, Bob (Democratic - Texas)","Casey, Bob ",Democratic , Texas),C000228
"Castro, Joaquin (Democratic - Texas)","Castro, Joaquin ",Democratic , Texas),C001091
"Chapman, Jim (Democratic - Texas)","Chapman, Jim ",Democratic , Texas),C000312
"Coleman, Ronald D. (Democratic - Texas)","Coleman, Ronald D. ",Democratic , Texas),C000621
"Collins, James M. (Republican - Texas)","Collins, James M. ",Republican , Texas),C000638
"Combest, Larry (Republican - Texas)","Combest, Larry ",Republican , Texas),C000653
"Conaway, K. Michael (Republican - Texas)","Conaway, K. Michael ",Republican , Texas),C001062
"Cornyn, John (Republican - Texas)","Cornyn, John ",Republican , Texas),C001056
"Cruz, Ted (Republican - Texas)","Cruz, Ted ",Republican , Texas),C001098
"Cuellar, Henry (Democratic - Texas)","Cuellar, Henry ",Democratic , Texas),C001063
"Culberson, John Abney (Republican - Texas)","Culberson, John Abney ",Republican , Texas),C001048
"de la Garza, E. (Democratic - Texas)","de la Garza, E. ",Democratic , Texas),D000203
"DeLay, Tom (Republican - Texas)","DeLay, Tom ",Republican , Texas),D000217
"Doggett, Lloyd (Democratic - Texas)","Doggett, Lloyd ",Democratic , Texas),D000399
"Eckhardt, Bob (Democratic - Texas)","Eckhardt, Bob ",Democratic , Texas),E000035
"Edwards, Chet (Democratic - Texas)","Edwards, Chet ",Democratic , Texas),E000063
"Farenthold, Blake (Republican - Texas)","Farenthold, Blake ",Republican , Texas),F000460
"Fields, Jack (Republican - Texas)","Fields, Jack ",Republican , Texas),F000111
"Fisher, O. C. (Democratic - Texas)","Fisher, O. C. ",Democratic , Texas),F000152
"Flores, Bill (Republican - Texas)","Flores, Bill ",Republican , Texas),F000461
"Frost, Martin (Democratic - Texas)","Frost, Martin ",Democratic , Texas),F000392
"Gallego, Pete P. (Democratic - Texas)","Gallego, Pete P. ",Democratic , Texas),G000572
"Gammage, Robert A. (Democratic - Texas)","Gammage, Robert A. ",Democratic , Texas),G000036
"Geren, Pete (Democratic - Texas)","Geren, Pete ",Democratic , Texas),G000134
"Gohmert, Louie (Republican - Texas)","Gohmert, Louie ",Republican , Texas),G000552
"Gonzalez, Charles A. (Democratic - Texas)","Gonzalez, Charles A. ",Democratic , Texas),G000544
"Gonzalez, Henry B. (Democratic - Texas)","Gonzalez, Henry B. ",Democratic , Texas),G000272
"Gonzalez, Vicente (Democratic - Texas)","Gonzalez, Vicente ",Democratic , Texas),G000581
"Gramm, Phil (Democratic - Texas)","Gramm, Phil ",Democratic , Texas),G000365
"Granger, Kay (Republican - Texas)","Granger, Kay ",Republican , Texas),G000377
"Green, Al (Democratic - Texas)","Green, Al ",Democratic , Texas),G000553
"Green, Gene (Democratic - Texas)","Green, Gene ",Democratic , Texas),G000410
"Hall, Ralph M. (Democratic - Texas)","Hall, Ralph M. ",Democratic , Texas),H000067
"Hall, Sam B., Jr. (Democratic - Texas)","Hall, Sam B., Jr. ",Democratic , Texas),H000070
"Hance, Kent R. (Democratic - Texas)","Hance, Kent R. ",Democratic , Texas),H000144
"Hensarling, Jeb (Republican - Texas)","Hensarling, Jeb ",Republican , Texas),H001036
"Hightower, Jack E. (Democratic - Texas)","Hightower, Jack E. ",Democratic , Texas),H000582
"Hinojosa, Ruben (Democratic - Texas)","Hinojosa, Ruben ",Democratic , Texas),H000636
"Hurd, Will (Republican - Texas)","Hurd, Will ",Republican , Texas),H001073
"Hutchison, Kay Bailey (Republican - Texas)","Hutchison, Kay Bailey ",Republican , Texas),H001016
"Jackson Lee, Sheila (Democratic - Texas)","Jackson Lee, Sheila ",Democratic , Texas),J000032
"Johnson, Eddie Bernice (Democratic - Texas)","Johnson, Eddie Bernice ",Democratic , Texas),J000126
"Johnson, Sam (Republican - Texas)","Johnson, Sam ",Republican , Texas),J000174
"Jordan, Barbara (Democratic - Texas)","Jordan, Barbara ",Democratic , Texas),J000266
"Kazen, Abraham, Jr. (Democratic - Texas)","Kazen, Abraham, Jr. ",Democratic , Texas),K000025
"Krueger, Robert C. (Democratic - Texas)","Krueger, Robert C. ",Democratic , Texas),K000333
"Lampson, Nick (Democratic - Texas)","Lampson, Nick ",Democratic , Texas),L000043
"Laughlin, Greg (Democratic - Texas)","Laughlin, Greg ",Democratic , Texas),L000119
"Leath, Marvin (Democratic - Texas)","Leath, Marvin ",Democratic , Texas),L000180
"Leland, Mickey (Democratic - Texas)","Leland, Mickey ",Democratic , Texas),L000237
"Loeffler, Tom (Republican - Texas)","Loeffler, Tom ",Republican , Texas),L000396
"Mahon, George H. (Democratic - Texas)","Mahon, George H. ",Democratic , Texas),M000065
"Marchant, Kenny (Republican - Texas)","Marchant, Kenny ",Republican , Texas),M001158
"Mattox, James A. (Democratic - Texas)","Mattox, James A. ",Democratic , Texas),M000260
"McCaul, Michael T. (Republican - Texas)","McCaul, Michael T. ",Republican , Texas),M001157
"Milford, Dale (Democratic - Texas)","Milford, Dale ",Democratic , Texas),M000708
"Neugebauer, Randy (Republican - Texas)","Neugebauer, Randy ",Republican , Texas),N000182
"O'Rourke, Beto (Democratic - Texas)","O'Rourke, Beto ",Democratic , Texas),O000170
"Olson, Pete (Republican - Texas)","Olson, Pete ",Republican , Texas),O000168
"Ortiz, Solomon P. (Democratic - Texas)","Ortiz, Solomon P. ",Democratic , Texas),O000107
"Patman, William N. (Democratic - Texas)","Patman, William N. ",Democratic , Texas),P000104
"Patman, Wright (Democratic - Texas)","Patman, Wright ",Democratic , Texas),P000103
"Paul, Ron (Republican - Texas)","Paul, Ron ",Republican , Texas),P000583
"Pickle, J. J. (Democratic - Texas)","Pickle, J. J. ",Democratic , Texas),P000328
"Poage, W. R. (Democratic - Texas)","Poage, W. R. ",Democratic , Texas),P000398
"Poe, Ted (Republican - Texas)","Poe, Ted ",Republican , Texas),P000592
"Price, Robert D. (Republican - Texas)","Price, Robert D. ",Republican , Texas),P000528
"Ratcliffe, John (Republican - Texas)","Ratcliffe, John ",Republican , Texas),R000601
"Reyes, Silvestre (Democratic - Texas)","Reyes, Silvestre ",Democratic , Texas),R000170
"Roberts, Ray (Democratic - Texas)","Roberts, Ray ",Democratic , Texas),R000312
