,id.bioguide,handle,name.official_full,bio.gender,type,party,district,district,inc_ran,inc_won,had_challenger,inc_party,winner_party,runnerup_party,runnerup_votes,winner_votes,week1,week2,week3,week4,week5,week6,week7,week8,week9
129,L000564,repdlamborn,Doug Lamborn,M,rep,Republican,CO-05,5.0,1.0,1.0,1,R,R,D,"111,676","225,445",5.9655952,11.693546,6.1418,13.3438098,9.58053,2.528075,4.870545,0.41322795,13.4240702
130,L000567,replancenj7,Leonard Lance,M,rep,Republican,NJ-07,7.0,1.0,1.0,1,R,R,D,"148,188","185,850",8.19672,1.45643966667,4.13986,2.0797375,2.03362,,-0.00137152,1.5,14.5305455
131,L000559,jimlangevin,James R. Langevin,M,rep,Democrat,RI-02,2.0,1.0,1.0,1,D,D,R,"70,301","133,108",-16.3493820133,-3.59220666667,-13.2171552,-5.4964875,-6.59871756967,-1.59227566667,-5.788165,-2.9118498,-5.991306
132,L000575,senatorlankford,James Lankford,M,rep,Republican,OK,5.0,1.0,1.0,1,R,R,D,"355,911","980,892",0.40573,6.569222,4.71571333333,14.65216,6.4357075,4.05938666667,6.346202,15.318518,6.85167666667
133,L000560,repricklarsen,Rick Larsen,M,rep,Democrat,WA-02,2.0,1.0,1.0,1,D,D,R,"117,094","208,314",-1.21405,-182.703,-17.130765,-2.51025075,-18.43115,-4.880172,-1.8626675,-2.02123,-4.48879
134,L000557,repjohnlarson,John B. Larson,M,rep,Democrat,CT-01,1.0,1.0,1.0,1,D,D,R,"105,674","200,686",-35.96578675,-131.029,,,-0.7537385,,,,
135,L000566,boblatta,Robert E. Latta,M,rep,Republican,OH-05,5.0,1.0,1.0,1,R,R,D,"100,392","244,599",1.37997,9.67352666667,,,,0.974138,,,
136,L000174,senatorleahy,Patrick J. Leahy,M,sen,Democrat,VT,,1.0,1.0,1,D,D,R,"103,637","192,243",-64.2940775,-48.1622,-28.468984,-17.7596716667,-14.4188474,-7.1208675,-16.0462475,-12.162636,-5.84250666667
137,L000551,repbarbaralee,Barbara Lee,F,rep,Democrat,CA-13,9.0,1.0,1.0,1,D,D,R,"29,754","293,117",-55.1177316667,-101.1907,-61.78312,-65.83714,-31.7923408333,-18.2246812,-23.5261333333,-4.44029666667,-33.45146
138,L000577,senmikelee,Mike Lee,M,sen,Republican,UT,,1.0,1.0,1,R,R,D,"301,860","760,241",2.90131,5.600755,2.82876325,5.701645,9.97458,,,,0.439863
139,L000263,repsandylevin,Sander M. Levin,M,rep,Democrat,MI-09,17.0,1.0,1.0,1,D,D,R,"128,937","199,661",-66.2906333333,-125.779325,-58.4739,-23.19756,-28.9916,-60.0542,-44.24965,,-75.58555
140,L000287,repjohnlewis,John Lewis,M,rep,Democrat,GA-05,5.0,1.0,1.0,1,D,D,R,"46,768","253,781",-2.34646,-20.615115,-2.635349,-49.9906,-11.0090666667,-26.273275,,,-0.878261
141,L000563,replipinski,Daniel Lipinski,M,rep,Democrat,IL-03,3.0,1.0,1.0,0,D,D,write in,91,"225,320",-4.13604,2.57038,-4.71299,-3.76899666667,-4.5922,,-2.683471,-5.28478556667,-5.8682
142,L000554,replobiondo,Frank A. LoBiondo,M,rep,Republican,NJ-02,2.0,1.0,1.0,1,R,R,D,"110,838","176,338",1.545343,3.371634,0.295932602,1.191340335,2.12919,0.730976667667,1.340192,0.4500015,1.2899794
143,L000565,daveloebsack,David Loebsack,M,rep,Democrat,IA-02,2.0,1.0,1.0,1,D,D,R,"170,933","198,571",1.37997,1.14178,-1.222368,-4.72948666667,,,,,0.245202
144,L000397,repzoelofgren,Zoe Lofgren,F,rep,Democrat,CA-19,16.0,1.0,1.0,1,D,D,R,"64,061","181,802",-47.4659,,-48.6747,-37.6736,,,,,
145,L000576,usreplong,Billy Long,M,rep,Republican,MO-07,7.0,1.0,1.0,1,R,R,D,"92,756","228,692",18.2162375,21.992478,14.21881,24.450705,9.2356954,6.76567,1.77883888,21.62738275,27.179025
146,L000480,nitalowey,Nita M. Lowey,F,rep,Democrat,NY-17,20.0,1.0,1.0,0,D,D,NONE,0,"214,530",-1.29884033333,-215.463,-39.0497,-6.69917,,-11.493604,-1.08432,-3.0432395,-18.5108675
147,L000491,repfranklucas,Frank D. Lucas,M,rep,Republican,OK-03,6.0,1.0,1.0,1,R,R,D,"63,090","227,525",,,,,,,,,
148,L000569,repblainepress,Blaine Luetkemeyer,M,rep,Republican,MO-03,9.0,1.0,1.0,1,R,R,D,"102,891","249,865",6.0062275,16.231292,9.28160666667,18.5298766667,4.87174,11.7561,1.172445,5.29675,7.97029443615
149,L000570,repbenraylujan,Ben Ray Luján,M,rep,Democrat,NM-03,3.0,1.0,1.0,1,D,D,R,"102,730","170,612",,-22.1736073333,-62.4826,,-0.966387,,,,
150,L000562,repstephenlynch,Stephen F. Lynch,M,rep,Democrat,MA-08,9.0,1.0,1.0,1,D,D,R,"102,744","271,019",-2.81029233333,-5.182946,-4.09254720467,-1.9086026,-0.028194,-3.7573,-4.194588,-3.9324975,-1.37826
151,M000087,repmaloney,Carolyn B. Maloney,F,rep,Democrat,NY-12,14.0,1.0,1.0,1,D,D,R,"49,398","244,358",-49.4737466667,-17.877552,-7.64772042,-27.5835516667,-9.19747,-21.9196,-35.707015,-33.3554275,-47.41255
152,M001158,repkenmarchant,Kenny Marchant,M,rep,Republican,TX-24,24.0,1.0,1.0,1,R,R,D,"108,389","154,845",-0.927027,7.04972,,,,,,,
153,M001179,reptommarino,Tom Marino,M,rep,Republican,PA-10,10.0,1.0,1.0,1,R,R,D,"89,823","211,282",2.5538586,13.6308725,3.43167875,3.763189,6.33333,5.976935,0.9691425,17.1976868688,4.38653333333
154,M001163,dorismatsui,Doris O. Matsui,F,rep,Democrat,CA-06,5.0,1.0,1.0,1,D,D,R,"57,848","177,565",-35.5337528333,-72.72165,-27.6296633333,-11.898396,-28.6667,-71.5648666667,-11.2711196667,-16.122514,-58.7177
155,M000303,senjohnmccain,John McCain,M,rep,Republican,AZ,1.0,1.0,1.0,1,R,R,D,"1,031,245","1,359,267",9.477244,8.49740166667,9.703385,9.49681,8.694984,6.750135,5.5910564,12.636393,8.55804525
156,M001165,gopleader,Kevin McCarthy,M,rep,Republican,CA-23,22.0,1.0,1.0,1,R,R,D,"74,468","167,116",8.27564775,5.89907175,4.92382,18.64552,,1.584154,9.124135,8.64044,
157,M001157,repmccaul,Michael T. McCaul,M,rep,Republican,TX-10,10.0,1.0,1.0,1,R,R,D,"120,170","179,221",8.9792262,14.15039,4.78602533333,3.550267,2.996056,7.597065,2.47190266667,3.78578425,8.0110562
158,M001177,repmcclintock,Tom McClintock,M,rep,Republican,CA-04,4.0,1.0,1.0,1,R,R,D,"130,845","220,133",0.967105,,,,,,,,
159,M001143,bettymccollum04,Betty McCollum,F,rep,Democrat,MN-04,4.0,1.0,1.0,1,D,D,R,"121,032","203,299",-56.669016,-119.88476,-67.1729,-59.540265,-27.9957983333,-33.955595,-4.8796734,-33.0806325,-56.5287
160,M000312,repmcgovern,James P. McGovern,M,rep,Democrat,MA-02,3.0,1.0,1.0,1,D,D,write in,"4,924","275,487",-50.8411024286,-63.4898142857,-50.4269742857,-39.45292,-37.96792,-35.509945,-2.2286888,-21.323734,-19.0612
161,M001156,patrickmchenry,Patrick T. McHenry,M,rep,Republican,NC-10,10.0,1.0,1.0,1,R,R,D,"128,919","220,825",7.0897715,16.883852,6.7425875,6.26919,2.5923929164,2.1303292,2.34524,8.8219905,5.508674
162,M001180,repmckinley,David B. McKinley,M,rep,Republican,WV-01,1.0,1.0,1.0,1,R,R,D,"73,534","163,469",7.30680142857,12.0828333333,6.56714666667,7.95375944,4.85593688333,7.62006,3.8388855,22.16854,23.35788
163,M001159,cathymcmorris,Cathy McMorris Rodgers,F,rep,Republican,WA-05,5.0,1.0,1.0,1,R,R,D,"130,575","192,959",7.926215,3.1412825,8.87357,13.830632,1.0,7.8238125,3.7478775,11.442992,10.5544004286
164,M001166,repmcnerney,Jerry McNerney,M,rep,Democrat,CA-09,11.0,1.0,1.0,1,D,D,R,"98,992","133,163",-1.74588183333,-40.0329836,-5.021515,-1.5193996,-1.75747233333,-1.0855525,-2.10752,-4.49240666667,-4.5281584
165,M001181,repmeehan,Patrick Meehan,M,rep,Republican,PA-07,7.0,1.0,1.0,1,R,R,D,"153,824","225,678",2.089795,1.355606,,1.68547666667,4.13912,4.46835433333,1.17822,13.0385,
166,M001137,gregorymeeks,Gregory W. Meeks,M,rep,Democrat,NY-05,6.0,1.0,1.0,1,D,D,R,"30,312","199,815",-36.36743475,-27.610848,-7.18675666667,-11.865638,-0.64122,-8.3582175,-29.2454695,-39.4615,-13.87704
167,M000702,senatorbarb,Barbara A. Mikulski,F,rep,Democrat,MD,3.0,0.0,0.0,0,D,D,R,"972,557","1,659,907",,-6.19353,,,,-0.911504,-0.865494,,-29.1756
168,M001160,repgwenmoore,Gwen Moore,F,rep,Democrat,WI-04,4.0,1.0,1.0,1,D,D,I,"33,494","220,181",-15.4942825,-51.763106,-12.663022,-13.260966,-1.156932,-1.90537,-1.842651,-22.64295,1.2850675
169,M000934,jerrymoran,Jerry Moran,M,rep,Republican,KS,1.0,1.0,1.0,1,R,R,D,"379,740","732,376",1.04165,10.5681655,2.57468,2.13052,0.961795,5.03977333333,1.75578,0.584122,1.33673
170,M001182,repmickmulvaney,Mick Mulvaney,M,rep,Republican,SC-05,5.0,1.0,1.0,1,R,R,D,"105,772","161,669",4.83552,,,,,,,,
171,M001153,lisamurkowski,Lisa Murkowski,F,sen,Republican,AK,,1.0,1.0,1,R,R,D,36200,138149,2.20416,6.04440666667,1.9085,4.19160033333,1.28128,,1.36479,0.805326333333,-1.36815
172,M001151,reptimmurphy,Tim Murphy,M,rep,Republican,PA-18,18.0,1.0,1.0,1,R,R,NONE,0,"293,684",5.071618,7.85658833333,8.56347,7.747134,2.1385094,5.608805,4.2903575,4.03942866667,6.0584285
173,M001111,pattymurray,Patty Murray,F,sen,Democrat,WA,,1.0,1.0,1,D,D,R,"1,329,338","1,913,979",-30.0196416667,-33.7356075,-4.2336092,-13.75903,-8.47636,-8.41456,-14.3160025,-4.374875,-41.8931
174,N000002,repjerrynadler,Jerrold Nadler,M,rep,Democrat,NY-10,17.0,1.0,1.0,1,D,D,R,"53,857","192,371",-15.8630785,,-14.84869,-5.2459,,,-1.01075,-3.1569985,
175,N000179,gracenapolitano,Grace F. Napolitano,F,rep,Democrat,CA-32,34.0,1.0,1.0,1,D,D,D,"71,720","114,926",-24.307293,-77.6745,-13.165965,-51.48,-27.0,-43.9901,-35.2584725,-3.52174,-47.3974
176,N000015,reprichardneal,Richard E. Neal,M,rep,Democrat,MA-01,2.0,1.0,1.0,1,D,D,I,"57,504","235,803",,,,-1.07639,-3.3084,-0.00446758,,-2.29751082,-1.75652
177,N000184,repkristinoem,Kristi L. Noem,F,rep,Republican,SD-AL,0.0,1.0,1.0,1,R,R,D,"132,810","237,163",3.14480125,2.66855066667,1.684848,1.27877,2.08301666667,2.379204,2.7482,10.3323126667,3.385985
178,N000181,rep_devinnunes,Devin Nunes,M,rep,Republican,CA-22,21.0,1.0,1.0,1,R,R,D,"76,211","158,755",,,,0.801587,,,,,
179,O000168,reppeteolson,Pete Olson,M,rep,Republican,TX-22,22.0,1.0,1.0,1,R,R,D,"123,679","181,864",4.542934,13.18787,8.22921142857,11.2352142857,8.66976833333,9.422234,2.1876355,13.3857048571,17.8188985714
180,P000601,congpalazzo,Steven M. Palazzo,M,rep,Republican,MS-04,4.0,1.0,1.0,1,R,R,D,"77,505","181,323",2.77932,,-1.05234,16.8333,,0.909836,0.989362,1.10709266667,
181,P000034,frankpallone,Frank Pallone Jr.,M,rep,Democrat,NJ-06,6.0,1.0,1.0,1,D,D,R,"91,908","167,895",-8.5885123585,-151.12476,-25.066625,-23.365505,-9.5406704,-19.15152,-15.81807692,-3.29182333333,-6.9978205
182,P000096,billpascrell,Bill Pascrell Jr.,M,rep,Democrat,NJ-09,8.0,1.0,1.0,1,D,D,R,"65,376","162,642",-2.87143,-2.62381,-2.353348,-2.33789666667,,-1.02655,,-1.33333,-17.9542
183,P000594,reperikpaulsen,Erik Paulsen,M,rep,Republican,MN-03,3.0,1.0,1.0,1,R,R,D,"169,243","223,077",1.1161595,0.730498933333,1.87236733333,0.9329385,1.12083333333,-0.180410666667,3.778814,6.89425,0.2088765
184,P000588,repstevepearce,Stevan Pearce,M,rep,Republican,NM-02,2.0,1.0,1.0,1,R,R,D,"85,232","143,514",3.97044166667,14.041798,6.9936470965,7.78283666667,2.42904,6.83267,0.989305,1.27493933333,2.31914
185,P000197,nancypelosi,Nancy Pelosi,F,rep,Democrat,CA-12,5.0,1.0,1.0,1,D,D,I,"64,810","274,035",-46.9754528333,-91.8447825,-30.7531971429,-59.847376,-19.4953531429,-52.534182,-29.355015,-47.384625,-45.23014
186,P000593,repperlmutter,Ed Perlmutter,M,rep,Democrat,CO-07,7.0,1.0,1.0,1,D,D,R,"144,066","199,758",-5.230053,-87.3970175,-9.46421133333,-5.37781,-7.7944174,-28.72085,-37.3208533333,-11.355777324,-40.92131
187,P000597,chelliepingree,Chellie Pingree,F,rep,Democrat,ME-01,1.0,1.0,1.0,1,D,D,R,"164,569","227,546",-0.478423959,-1.14123926675,0.00100234,-3.23189452333,-0.6458539,-42.3153413333,-0.9010485,-0.55299331,-0.143404
188,P000592,judgetedpoe,Ted Poe,M,rep,Republican,TX-02,2.0,1.0,1.0,1,R,R,D,"100,231","168,692",3.56371333333,5.55474,0.974244,6.868245,,1.08696,,0.869231,
189,P000598,jaredpolis,Jared Polis,M,rep,Democrat,CO-02,2.0,1.0,1.0,1,D,D,R,"170,001","260,175",-2.16768,-1.12963,-0.905202,-9.08011,-0.654545,-5.57208666667,-3.35993,-2.343828,-2.48847366667
190,P000602,repmikepompeo,Mike Pompeo,M,rep,Republican,KS-04,4.0,1.0,1.0,1,R,R,D,"81,495","166,998",2.8284135,4.825435,6.2626,1.7807105,4.900255,6.71659,0.863636,1.393826,1.92066266667
191,P000449,senrobportman,Rob Portman,M,rep,Republican,OH,2.0,1.0,1.0,1,R,R,D,"1,996,908","3,118,567",5.18928333333,6.85227714286,4.67383585714,6.82072428571,6.47495571429,8.43484571429,6.21128857143,6.83143142857,7.73905571429
192,P000599,congbillposey,Bill Posey,M,rep,Republican,FL-08,15.0,1.0,1.0,1,R,R,D,"127,127","246,483",0.967105,,,,,,,,
193,P000523,repdavideprice,David E. Price,M,rep,Democrat,NC-04,4.0,1.0,1.0,1,D,D,R,"130,161","279,380",-75.52395,-122.7215,-33.9252385,-34.27175,-21.21338,0.55113,-0.0095584,-5.86957,-28.1043
194,P000591,reptomprice,Tom Price,M,rep,Republican,GA-06,6.0,1.0,1.0,1,R,R,D,"124,917","201,088",4.08967758,14.81317,3.254568,9.7586,5.5599572,7.7495325,9.66511066,24.722238,15.817444
195,Q000023,repmikequigley,Mike Quigley,M,rep,Democrat,IL-05,5.0,1.0,1.0,1,D,D,R,"86,222","212,842",-41.7622485714,-51.0195285714,-31.7939857143,-9.35721285714,-6.86390333333,-17.9831614286,-15.1818,-6.64267285714,-14.1625414286
196,R000585,reptomreed,Tom Reed,M,rep,Republican,NY-23,29.0,1.0,1.0,1,R,R,D,"118,584","161,050",-0.0255774,,,,,,1.16667,,
197,R000578,davereichert,David G. Reichert,M,rep,Republican,WA-08,8.0,1.0,1.0,1,R,R,D,"127,720","193,145",1.74934,9.6320338,4.17533,2.66052333333,4.60156333333,1.99900333333,3.28139333333,1.743487,8.20925
198,R000146,senatorreid,Harry Reid,M,rep,Democrat,NV,1.0,0.0,0.0,0,D,D,R,"495,079","521,994",-25.980025,,-2.0785,-25.2034633333,-2.20561,,,,-36.6565
199,R000586,repjimrenacci,James B. Renacci,M,rep,Republican,OH-16,16.0,1.0,1.0,1,R,R,D,"119,830","225,794",2.9692835,5.26548,,3.16935666667,1.60801,1.06938,1.982305,1.006105,
200,R000588,reprichmond,Cedric L. Richmond,M,rep,Democrat,LA-02,2.0,1.0,1.0,1,D,D,D,"57,125","198,289",-0.344025,-2.25926,-5.663235,0.129049,-26.0,-3.19672,,,
201,R000591,repmartharoby,Martha Roby,F,rep,Republican,AL-02,2.0,1.0,1.0,1,R,R,D,"112,089","134,886",0.7345055,23.5337,,1.518086,5.58405,,,,
202,R000582,drphilroe,David P. Roe,M,rep,Republican,TN-01,1.0,1.0,1.0,1,R,R,D,"39,024","198,293",11.307915,0.867052,5.31187333333,,5.660655,13.22,1.89796,24.69975,
203,R000395,rephalrogers,Harold Rogers,M,rep,Republican,KY-05,5.0,1.0,1.0,0,R,R,NONE,0,"221,242",,1.2798015,4.853386,,4.06724,,,26.4561,
204,R000575,repmikerogersal,Mike Rogers,M,rep,Republican,AL-03,3.0,1.0,1.0,1,R,R,D,"94,549","192,164",3.78845666667,1.0640355,1.7755485,2.7284025,1.1577,2.06181,2.73983,3.00028666667,4.42815
205,R000592,toddrokita,Todd Rokita,M,rep,Republican,IN-04,4.0,1.0,1.0,1,R,R,D,"91,256","193,412",3.874347,6.49085,2.56401033333,17.9830666667,3.17561,0.6502685,,1.26667975,5.30639175
206,R000583,tomrooney,Thomas J. Rooney,M,rep,Republican,FL-17,16.0,1.0,1.0,1,R,R,D,"115,974","209,348",,0.916522,,,,,,,
207,R000435,roslehtinen,Ileana Ros-Lehtinen,F,rep,Republican,FL-27,18.0,1.0,1.0,1,R,R,D,"129,760","157,917",4.08279428571,0.611435285714,8.65844666667,9.70609714286,7.50430571429,10.4315967143,4.49527,8.90167142857,8.91204285714
208,R000580,peterroskam,Peter J. Roskam,M,rep,Republican,IL-06,6.0,1.0,1.0,1,R,R,D,"143,591","208,555",12.403735,1.73443666667,4.0571025,14.91531986,4.13256333333,1.260029065,1.8308666,1.3312178,0.728107166667
209,R000593,repdennisross,Dennis A. Ross,M,rep,Republican,FL-15,12.0,1.0,1.0,1,R,R,D,"135,475","182,999",0.0565508,5.0990655,3.40307,25.5552197,1.68301,3.29127,,8.90055066667,5.79787
210,R000486,reproybalallard,Lucille Roybal-Allard,F,rep,Democrat,CA-40,33.0,1.0,1.0,1,D,D,I,"24,743","106,554",-0.808275333333,-38.978015,-3.08208,-21.7366242,-11.3578325,-15.498874,-3.97678666667,-3.25362,-31.951575
211,R000487,repedroyce,Edward R. Royce,M,rep,Republican,CA-39,39.0,1.0,1.0,1,R,R,D,"112,679","150,777",8.09355475,5.2880382,19.53734,4.280352,1.14528983333,3.5194276,1.938726,1.6958214,2.0280916
212,R000595,senrubiopress,Marco Rubio,M,sen,Republican,FL,,1.0,1.0,1,R,R,D,"4,122,088","4,835,191",-11.4059475,3.909112,-2.3395696,7.00312666667,9.12721833333,2.6602475,5.5489174,11.2947435,5.00063
213,R000576,call_me_dutch,C. A. Dutch Ruppersberger,M,rep,Democrat,MD-02,2.0,1.0,1.0,1,D,D,R,"102,577","192,183",-1.31258278,-4.76534333333,-3.12901333333,-1.57327019,-2.967365,-2.715476,-20.4666643333,-1.57663,-6.73282
214,R000515,repbobbyrush,Bobby L. Rush,M,rep,Democrat,IL-01,1.0,1.0,1.0,1,D,D,R,"81,817","234,037",,-270.786,-30.6797,-1.161955,,,,-8.6529,-1.89872
215,R000570,speakerryan,Paul D. Ryan,M,rep,Republican,WI-01,1.0,1.0,1.0,1,R,R,D,"107,003","230,072",10.3663404286,37.1344942857,20.4041842857,24.2639857143,18.33724,20.073905,23.9516,34.36625,31.17348
216,R000577,reptimryan,Tim Ryan,M,rep,Democrat,OH-13,17.0,1.0,1.0,1,D,D,R,"99,377","208,610",-0.957143,-97.59848,-26.6666,-4.76955666667,-2.56258,-3.83607,-11.3395,-1.14922175667,
217,S000030,lorettasanchez,Loretta Sanchez,F,rep,Democrat,CA-38,46.0,1.0,1.0,1,D,D,R,"68,524","163,590",-1.37524925,-4.5072466,-26.495005,-36.64735,-5.41892133333,-72.6684,-3.62521,,
218,S001168,repsarbanes,John P. Sarbanes,M,rep,Democrat,MD-03,3.0,1.0,1.0,1,D,D,R,"115,048","214,640",-0.957143,,,,-1.53487,,,-56.0,-1.384466
219,S001176,stevescalise,Steve Scalise,M,rep,Republican,LA-01,1.0,1.0,1.0,1,R,R,D,"41,840","243,645",12.777685,17.9932533333,11.20751,11.44858,12.882075,13.84255,10.1870333333,22.8333866667,20.3977014286
220,S001145,janschakowsky,Janice D. Schakowsky,F,rep,Democrat,IL-09,9.0,1.0,1.0,1,D,D,R,"109,550","217,306",-55.079386,-100.087024,-75.542575,-48.637775,-15.736113,-9.686710935,-18.4518405,-34.213818,-51.531684
221,S001150,repadamschiff,Adam B. Schiff,M,rep,Democrat,CA-28,27.0,1.0,1.0,1,D,D,R,"59,526","210,883",-0.5405235,-2.920504,,2.615491,-7.26101133333,-11.7333,,-0.837469185,-3.512809
222,S001180,repschrader,Kurt Schrader,M,rep,Democrat,OR-05,5.0,1.0,1.0,1,D,D,R,"160,443","199,505",-1.33969017067,,-1.94427,-1.89831,-5.92308,-11.087475,,,
223,S000148,senschumer,Charles E. Schumer,M,rep,Democrat,NY,16.0,1.0,1.0,1,D,D,R,"2,009,353","5,221,949",-74.9022225,-34.00054,-4.697625,-23.5411385,-1.90252983333,-3.1425408,-3.3363918,-1.3984175,-16.32383525
224,S001183,repdavid,David Schweikert,M,rep,Republican,AZ-06,5.0,1.0,1.0,1,R,R,D,"122,866","201,578",,,,,,,,,
225,S001189,austinscottga08,Austin Scott,M,rep,Republican,GA-08,8.0,1.0,1.0,1,R,R,D,"83,225","173,983",,4.932035,,1.06429,3.6757,6.0426,1.56161,,
226,S001157,repdavidscott,David Scott,M,rep,Democrat,GA-13,13.0,1.0,1.0,1,D,D,NONE,0,"252,833",,-3.14916,-2.53923666667,-13.413685,0.31313,,,,
227,S000185,repbobbyscott,"Robert C. ""Bobby"" Scott",M,rep,Democrat,VA-03,3.0,1.0,1.0,1,D,D,R,"103,289","208,337",,,,,,-1.06667,,,
228,S001184,senatortimscott,Tim Scott,M,rep,Republican,SC,1.0,1.0,1.0,1,R,R,D,"757,022","1,241,609",2.240078,11.9445136667,-0.298902,1.634652,11.6282694286,2.8522448,2.43056666667,1.5249344,0.731537333333
229,S000244,jimpressoffice,F. James Sensenbrenner Jr.,M,rep,Republican,WI-05,9.0,1.0,1.0,1,R,R,D,"114,477","260,706",,2.76,,0.929032,2.0,,,16.7317,0.969388
230,S000248,repjoseserrano,José E. Serrano,M,rep,Democrat,NY-15,18.0,1.0,1.0,1,D,D,R,"6,129","165,688",-1.76492,-31.3671836,-3.012005,-14.28934,-1.3534475,-71.8512,-2.6471125,-7.553275,-17.9542
231,S000250,petesessions,Pete Sessions,M,rep,Republican,TX-32,5.0,1.0,1.0,1,R,R,L,"43,490","162,868",2.58610333333,0.43178687,0.964412,5.27224333333,1.35613333333,1.378585,2.76936066667,18.57845,4.69034666667
232,S001185,repterrisewell,Terri A. Sewell,F,rep,Democrat,AL-07,7.0,1.0,1.0,0,D,D,write in,"3,698","229,330",-28.4196506,-5.467975,-9.397006,-25.65206,-33.79485,-4.59652,-2.16802,-32.6788425,-21.8838
233,S000320,senshelby,Richard C. Shelby,M,rep,Democrat,AL,7.0,1.0,1.0,1,R,R,D,"748,709","1,335,104",1.69191,1.0303,2.35135,1.06429,0.5692666,,,11.9259,
234,S000344,bradsherman,Brad Sherman,M,rep,Democrat,CA-30,24.0,1.0,1.0,1,D,D,R,"77,325","205,279",,-1.94118,,-5.38195,,,,,-0.748092
235,S000364,repshimkus,John Shimkus,M,rep,Republican,IL-15,20.0,1.0,1.0,0,R,R,NONE,0,"274,554",13.4322766667,9.95374,6.301625,14.3175995,13.4483666667,1.81967,11.5387033333,15.494175,23.2466
236,S001154,repbillshuster,Bill Shuster,M,rep,Republican,PA-09,9.0,1.0,1.0,1,R,R,D,"107,985","186,580",0.65347075,1.45512,1.37580033333,7.83061,1.03478,2.69239666667,1.17822,1.7037,2.00397
237,S001148,congmikesimpson,Michael K. Simpson,M,rep,Republican,ID-02,2.0,1.0,1.0,1,R,R,D,"95,940","205,292",1.69479,0.757014,1.076198,1.06429,2.42718,,0.989362,0.8329895,
238,S001165,repsires,Albio Sires,M,rep,Democrat,NJ-08,13.0,1.0,1.0,1,D,D,R,"32,337","134,733",,-41.4091,,,,-3.07965,-0.857143,,
239,S000480,louiseslaughter,Louise McIntosh Slaughter,F,rep,Democrat,NY-25,30.0,1.0,1.0,1,D,D,R,"142,650","182,950",-21.4431,-148.318,,-0.0115266,-11.18033,-0.911504,,-1.2551,-1.8226
240,S000510,repadamsmith,Adam Smith,M,rep,Democrat,WA-09,9.0,1.0,1.0,1,D,D,R,"76,317","205,165",0.291243,-7.1332,-5.71964,-3.5434166,,-4.3964,-0.857143,-21.40282,-62.0916
241,S001172,repadriansmith,Adrian Smith,M,rep,Republican,NE-03,3.0,1.0,1.0,1,R,R,NONE,0,"226,720",11.087512,2.133537,2.23237766667,5.782665,1.33105,4.714185,1.05825,33.191495,7.98586333333
242,S000522,repchrissmith,Christopher H. Smith,M,rep,Republican,NJ-04,4.0,1.0,1.0,1,R,R,D,"111,532","211,992",1.688006694,0.7948375,1.72170325,27.53535,1.06055766667,6.189615,0.880795056,2.87644,2.40207333333
243,S000583,lamarsmithtx21,Lamar Smith,M,rep,Republican,TX-21,21.0,1.0,1.0,1,R,R,D,"129,765","202,967",3.5787308,13.5842841667,6.255488,5.975221,2.639942,5.96438,1.05825,7.83113666667,0.989691
244,S001175,repspeier,Jackie Speier,F,rep,Democrat,CA-14,12.0,1.0,1.0,1,D,D,R,"54,817","231,630",-11.9578956667,-55.89367994,-6.948846,-2.58111716667,-15.6915,-2.60023666667,-14.0212585,-3.180455,-37.9938525
245,S001187,repstevestivers,Steve Stivers,M,rep,Republican,OH-15,15.0,1.0,1.0,1,R,R,D,"113,960","222,847",-1.0496182,5.49871733333,0.4699170365,1.70314,2.06957,3.01236485,2.30104666667,1.35084033333,5.3543902
246,T000193,benniegthompson,Bennie G. Thompson,M,rep,Democrat,MS-02,2.0,1.0,1.0,1,D,D,R,"83,542","192,343",,-1.21138,,,,-1.82301,,,
247,T000460,repthompson,Mike Thompson,M,rep,Democrat,CA-05,1.0,1.0,1.0,1,D,D,R,"67,565","224,526",-20.6811633333,-109.3894325,-28.8601735,-16.4584646,-13.6019371429,-21.5185466667,-13.304543,-1.90985666667,-19.175316
248,T000467,congressmangt,Glenn Thompson,M,rep,Republican,PA-05,5.0,1.0,1.0,1,R,R,D,"101,082","206,761",5.996984,12.96684,8.6092975,6.305415,5.5575,5.30556,6.935355,3.846574,5.32835
249,T000238,mactxpress,Mac Thornberry,M,rep,Republican,TX-13,13.0,1.0,1.0,1,R,R,L,"14,725","199,050",1.37997,1.0303,,,,,,,0.969388
250,T000250,senjohnthune,John Thune,M,rep,Republican,SD,0.0,1.0,1.0,1,R,R,D,"104,140","265,516",5.8552,1.254841,,3.23477,1.52778,1.09709,2.59091,25.0653,1.416897
251,T000462,tiberipress,Patrick J. Tiberi,M,rep,Republican,OH-12,12.0,1.0,1.0,1,R,R,D,"112,638","251,266",,,,,,,,,
252,T000470,reptipton,Scott R. Tipton,M,rep,Republican,CO-03,3.0,1.0,1.0,1,R,R,D,"150,914","204,220",7.5315566,8.769758,6.689888,4.9291055,7.640075,11.4156641745,1.981172,15.2701,2.31915
253,T000469,reppaultonko,Paul Tonko,M,rep,Democrat,NY-20,21.0,1.0,1.0,1,D,D,R,"100,738","213,021",-53.13188175,-111.50547,-42.5297083333,-5.4809494,-11.8295025,-3.870665,-4.28572,-2.66666,-5.24845
